User id,Project
720663,P52650
947172,P17089
312841,P38841
317623,P58682
71942,P64136
411992,P9487
407278,P68364
402249,P91643
542471,P36715
189373,P36011
219952,P13814
217974,P23695
793310,P19782
523475,P60945
210275,P70667
853036,P44615
343340,P90149
539446,P7238
784630,P30913
774137,P96427
183770,P72898
641261,P63622
246875,P75000
480251,P48654
814383,P7318
426695,P7267
113484,P2660
277785,P13241
771289,P61436
124912,P97362
580261,P3381
694247,P61236
575123,P11845
74677,P20264
361507,P85600
265432,P92971
456696,P50274
286132,P92350
755503,P66347
722602,P21662
260877,P64771
373049,P45090
346853,P24837
420633,P12161
345534,P39513
776538,P4735
217104,P63476
875989,P71565
270474,P13424
35596,P80197
899870,P92072
607268,P91341
484809,P91554
110146,P64266
14389,P95286
956022,P77516
246959,P78713
183946,P38918
982309,P9282
327351,P12119
528865,P18419
613108,P758
729322,P44554
727626,P14542
617384,P12879
429853,P70116
702396,P57726
502416,P38841
270105,P28077
999590,P14056
261329,P39285
722397,P24018
127786,P22943
632562,P69546
912058,P49807
120599,P52385
159682,P22177
553192,P73032
570879,P35097
186926,P23606
964923,P99392
807906,P96698
744542,P14706
169298,P85001
563045,P67286
705138,P55532
10719,P64791
125134,P68681
597474,P29708
232109,P90381
933206,P33332
37491,P40039
549334,P69673
986236,P86713
989824,P92960
561726,P62049
103048,P8475
541347,P51583
60408,P49309
385341,P37855
96812,P20315
669588,P17295
382966,P20229
189616,P32300
503558,P98661
93426,P96681
190778,P41353
548612,P79837
112321,P72267
469774,P10158
628263,P64947
309812,P87894
342483,P16236
779212,P70251
424471,P47893
632304,P84903
246838,P40711
623881,P49556
784788,P96324
862470,P77736
257265,P71503
497484,P67356
175392,P97585
845069,P97713
668876,P17050
324815,P53805
511079,P31860
226324,P4902
890173,P95756
832862,P83292
564496,P3587
592345,P27420
661343,P97060
526724,P38710
673927,P77022
470955,P3196
823638,P7050
231146,P95924
927351,P98029
696539,P76671
779770,P11676
356254,P74699
981505,P75837
109337,P64819
159482,P70598
596815,P13760
656461,P63064
243401,P70262
338672,P97542
206354,P2701
795256,P36735
705067,P37203
383111,P46736
296930,P63338
158722,P77815
929306,P1239
762505,P51918
797972,P92862
779597,P52033
996403,P49747
714261,P37062
60976,P30697
476084,P22469
484379,P89014
15647,P7018
602636,P38321
595675,P25658
567404,P98939
51305,P79307
347067,P91189
59910,P91661
564782,P50987
304247,P48030
880000,P8524
292333,P32195
70223,P16205
604871,P53196
151805,P94471
815192,P96014
763127,P59350
82384,P91854
101886,P12366
902298,P89623
482174,P4840
240886,P2659
375552,P22029
105362,P60879
694271,P88575
379964,P79665
561197,P15508
163831,P8707
55028,P92702
236110,P78896
160681,P77850
123629,P60217
396663,P12100
117162,P92528
111256,P29809
971614,P32322
419528,P41135
981223,P74383
700754,P47311
661389,P6008
647611,P89668
237476,P13939
264802,P93184
169873,P80845
95040,P55599
498323,P49015
156364,P80249
900024,P23674
455434,P14204
402520,P6346
848077,P84315
762030,P95371
919732,P73952
571822,P99873
651316,P26993
937392,P15297
179517,P82736
947796,P24045
471565,P97350
897097,P67297
120716,P30442
320190,P33748
375469,P87329
968354,P96149
745707,P27082
68226,P35165
789776,P68190
685328,P62186
776617,P90430
280189,P7944
629747,P21370
36518,P67461
790878,P74486
357817,P40964
975166,P20259
688851,P59514
746538,P58743
996775,P52725
248789,P18503
88325,P32193
697142,P9830
232911,P31218
555250,P11518
188207,P57804
874507,P19789
678318,P64504
313379,P3108
722860,P85342
477273,P63087
435802,P77195
206553,P8909
844145,P5601
955735,P36477
726287,P3493
878211,P56573
945806,P70189
77011,P21426
740656,P1259
525270,P54177
657954,P67110
95585,P22837
818788,P49782
482375,P97170
610759,P64878
531017,P95565
659352,P4543
237177,P74578
808704,P11151
50774,P48608
197595,P95723
949609,P93547
723126,P18055
706661,P50619
894496,P51994
876967,P71925
454021,P73179
269068,P46803
253537,P38029
120709,P64524
979989,P3797
916657,P53854
869572,P66057
42609,P82722
650091,P10169
48507,P14149
609470,P44031
387588,P56640
729100,P50333
190375,P77941
421528,P36684
664920,P36764
607414,P1874
145557,P89097
785218,P52777
628762,P28688
400003,P53929
39253,P11188
523766,P40477
494141,P217
333182,P34405
641249,P25672
495327,P52428
375926,P81067
543334,P26857
15236,P18895
911168,P39101
814370,P69460
671740,P99033
880076,P31510
769750,P82216
328737,P12666
345092,P31281
216387,P62680
949407,P93374
5278,P66963
967011,P48149
859017,P37527
169315,P17434
902743,P71716
453531,P86703
872596,P2918
612423,P35379
123096,P81034
595777,P66794
855269,P74334
239056,P16767
82529,P92706
442381,P65349
398878,P13767
960242,P78994
323911,P84306
364143,P4067
821605,P11419
719628,P87617
762840,P21955
646938,P86325
756521,P26176
954013,P7393
316413,P34452
284093,P68771
335024,P90586
991014,P29489
375400,P98987
824912,P54645
775096,P4684
21654,P78639
54038,P89333
281945,P78248
88372,P21097
411321,P16460
913417,P12274
856876,P97320
555125,P61129
10751,P75944
971722,P14222
572902,P10365
247305,P54877
502315,P91398
1947,P94886
804362,P60466
96247,P9460
759139,P46713
898987,P3878
362253,P30412
866188,P11134
165861,P11980
80268,P55120
976003,P85917
574539,P34911
870043,P71396
902771,P26112
368604,P67051
706516,P26822
370884,P76101
640267,P96781
992800,P35090
169356,P23578
3941,P44425
810690,P79958
881344,P97466
666116,P68487
623792,P23634
135624,P75250
243668,P60723
576135,P28912
757258,P9358
905463,P84500
521533,P38794
997984,P42302
767495,P8801
534806,P94946
564780,P26959
918388,P58241
924950,P13546
631038,P32920
437097,P32673
350053,P99295
51967,P33811
594019,P51823
649444,P94189
115118,P29357
799459,P92964
634255,P64164
869163,P25967
239456,P36940
528041,P43899
953322,P1228
32500,P76350
196659,P71070
527831,P11790
516126,P10640
109993,P18826
935694,P79454
914154,P69086
805521,P44331
333299,P13572
858322,P71359
682231,P81970
586948,P86786
801507,P14738
106185,P16000
265834,P57878
897655,P28010
825443,P78915
949494,P56741
273654,P41965
847589,P5046
226555,P41418
943796,P98075
970964,P58887
703239,P25360
348879,P53138
831786,P78846
317316,P57761
920962,P9786
114661,P39056
978051,P91309
435585,P48142
507568,P13561
449426,P58387
839531,P73184
108684,P7568
665563,P57031
986597,P40879
906455,P7093
916560,P65353
763316,P47354
841795,P11557
310897,P1929
202074,P1747
846265,P367
776898,P53388
175628,P28410
387434,P33573
82861,P12061
134965,P68375
576076,P32768
486554,P16391
627787,P53866
54666,P35230
696948,P41995
352796,P23033
295987,P2632
139028,P15986
912140,P88905
881548,P53656
911944,P95287
830986,P94658
939995,P31675
665631,P76979
520237,P80287
351594,P62632
343632,P74636
4128,P9502
602876,P2895
946906,P79746
941413,P49233
45865,P22032
183005,P46891
687022,P6985
386408,P14757
678821,P59775
169355,P74833
539782,P88301
687629,P74894
198969,P35087
506806,P86950
84351,P78099
139010,P18724
375277,P92635
256653,P70650
414507,P59072
170522,P85782
647951,P34473
169817,P50457
772084,P76467
153391,P5147
506562,P30468
825717,P46256
489448,P53227
47974,P2013
357684,P84973
341177,P56432
163404,P35514
789801,P11228
717609,P6983
49348,P5679
166617,P46011
800698,P54204
379310,P72631
507900,P40849
208448,P86816
431879,P14671
503798,P16228
452062,P66183
429207,P14325
827589,P75541
126615,P78475
936435,P54176
583900,P5493
201959,P79848
925819,P1966
697256,P29361
226522,P49444
156343,P99008
944267,P84436
715060,P96398
760368,P3880
94286,P61541
614381,P4427
95264,P67082
467531,P56257
880101,P29789
696390,P83359
293780,P59544
946277,P30000
380471,P60201
136818,P85182
534727,P33846
30962,P28478
88184,P75293
422169,P30225
94538,P74747
192080,P42689
601839,P80286
689088,P13474
90389,P83727
502706,P63796
504360,P82839
932796,P99062
519926,P72461
90600,P58192
260461,P16816
867411,P88608
188821,P96993
437668,P87243
642920,P39861
541153,P52682
947634,P18525
648897,P38699
817771,P95100
252484,P75598
805058,P46444
332713,P79444
479138,P12917
599204,P25925
80264,P80795
725265,P9369
836831,P73223
420379,P44859
262908,P61596
86870,P60574
3578,P66066
22039,P27670
149450,P66388
671737,P35088
61167,P82699
567072,P40465
259996,P76497
520518,P47465
913309,P33796
967344,P2679
645591,P51507
772808,P26011
450011,P40529
822586,P88035
680547,P34195
11010,P63530
32139,P31725
762883,P15850
896338,P63881
350855,P10460
339278,P67172
489057,P45176
372439,P68681
364281,P37311
42793,P16025
788563,P65496
943292,P70662
983237,P5798
83112,P30123
795023,P12490
818154,P95868
302204,P52102
83397,P20769
945649,P82350
170619,P903
764137,P50797
588054,P11115
982895,P68327
518072,P31368
399121,P12519
777046,P18789
997694,P56818
503763,P56617
8643,P73769
135120,P47863
101455,P91107
433359,P93404
228119,P82183
408648,P48302
738375,P88560
152153,P71702
865830,P39123
218881,P2665
894269,P54854
829108,P55246
67404,P17607
143323,P23643
794591,P93102
555773,P47935
89220,P81148
978147,P23030
827235,P89519
440448,P10251
151256,P51746
345228,P35314
949469,P65347
453771,P66205
653371,P83322
798426,P23343
829326,P27845
772849,P24283
961154,P65998
869842,P84508
473647,P43605
338477,P12831
196287,P17049
98113,P33681
3986,P94530
326443,P49826
736729,P88460
54177,P34256
227112,P33249
645675,P71589
834228,P12938
135689,P779
615807,P49377
376083,P17327
724612,P68316
728543,P65422
643412,P48332
757198,P79225
157866,P91132
329919,P47138
402513,P96429
919054,P65761
718941,P96964
521291,P55312
636551,P60977
130573,P59641
55631,P34643
237838,P79290
546868,P32117
214676,P48195
497704,P35152
808735,P29616
515103,P1242
551569,P57530
329962,P53283
184169,P39170
809290,P50579
337959,P781
43298,P73518
352124,P53976
964283,P98909
107088,P34451
181555,P59319
270796,P78190
400384,P11755
991613,P86381
26908,P5928
518664,P84029
504073,P15268
175340,P98213
367275,P15032
920424,P64823
858645,P95969
704127,P57437
956177,P37677
451773,P42369
990301,P28914
183069,P45279
215914,P49032
569178,P19463
251259,P59017
407659,P16137
116590,P59744
726343,P64817
552690,P73053
691520,P34177
813762,P1696
523810,P5608
226276,P68775
362730,P26818
748941,P752
485505,P50279
447730,P76196
940160,P32484
627704,P7794
515776,P35257
101957,P28198
998897,P22794
347370,P72750
474723,P12234
338168,P67840
123504,P90718
694407,P21315
199172,P18462
809623,P67742
98473,P16036
299808,P55985
440388,P74835
319579,P91076
478616,P974
925414,P99678
237391,P57442
994442,P2359
325502,P58632
159687,P32766
990489,P3149
802862,P76591
197025,P76283
708976,P14522
596304,P52138
518406,P2797
943198,P22678
175356,P11930
331371,P7596
957632,P60529
414897,P62884
93289,P99404
201312,P50632
269544,P32380
426190,P28279
455661,P28845
824900,P91721
411136,P37489
781067,P69969
97371,P3158
491590,P28942
667509,P78851
754255,P29952
384851,P15759
983609,P67858
91073,P26132
458931,P16266
726015,P2783
588421,P50339
109381,P75484
873248,P43721
762690,P57773
476656,P70363
544890,P8479
90748,P3440
308302,P2091
403735,P32284
594055,P5292
71446,P93501
479365,P97420
692657,P40754
965889,P98580
389097,P43859
477286,P20293
140819,P40111
706420,P90533
232358,P37925
86907,P7604
674768,P22914
907013,P48304
128680,P98414
200565,P42838
88210,P91877
402741,P71904
69806,P95638
506125,P90079
686385,P56739
776402,P63718
903436,P70308
841554,P87978
962270,P4016
634720,P64642
494846,P15084
192201,P70584
396596,P30683
968434,P62312
58728,P57303
23231,P34326
263110,P18800
558572,P10229
72392,P81021
113508,P27115
679718,P83460
124494,P12475
395164,P89144
32611,P37455
346948,P3755
346371,P57602
65631,P13548
620196,P53889
700215,P61782
740134,P59222
22301,P14721
55353,P69939
494045,P90913
810480,P50595
373213,P60116
336036,P45497
829764,P45965
275870,P78576
698663,P25881
291258,P9530
477619,P91544
777312,P63354
300065,P1821
51045,P58196
476071,P1656
993985,P52818
997722,P52886
790841,P62188
745712,P25959
36905,P81489
43665,P69551
44626,P60092
997205,P86654
63642,P60568
676022,P53606
146993,P6901
488551,P93630
490475,P37278
48561,P72000
696276,P41376
727486,P79998
369316,P48636
823425,P62211
642804,P81638
699471,P4676
505287,P66540
140069,P4598
760650,P1654
731049,P4976
448026,P65271
624542,P49839
913907,P17583
35802,P14316
631802,P66742
448757,P13244
207902,P83938
168249,P83847
618779,P90224
630966,P90059
919487,P27024
610306,P12031
990899,P99709
636807,P44440
321419,P85249
912984,P11356
104494,P96849
461331,P45185
928120,P95566
343411,P34804
868113,P92005
767286,P62036
686321,P85176
526910,P45919
593499,P92134
655100,P69996
787066,P83546
917882,P25439
83392,P55494
59759,P70479
162654,P30303
656692,P93084
954428,P10771
221983,P91445
928347,P87388
757902,P38111
688431,P54353
543422,P74059
320880,P26184
670395,P13461
936927,P12003
246674,P9124
715051,P97910
723651,P42360
595402,P27041
478790,P81887
572273,P47713
19013,P59197
646042,P56749
136603,P91534
240000,P5180
805235,P2185
56750,P12796
671859,P38246
3413,P1059
743981,P66941
756609,P13009
191689,P59687
650166,P38249
626828,P25786
866557,P81435
632249,P18775
724364,P76967
365160,P27750
370406,P5428
967017,P55220
450454,P76945
408758,P3694
6722,P8651
411137,P41900
707818,P8865
573769,P59357
443389,P83321
899132,P41342
938260,P88700
458605,P46747
184421,P5084
754085,P37992
596679,P19330
69089,P41451
157587,P39778
608331,P79656
669882,P83321
446397,P71771
11447,P59063
277074,P16507
280658,P22495
149260,P31892
802435,P3299
663817,P19081
196579,P95286
356501,P92038
848458,P17744
404617,P51980
682882,P96438
340476,P59980
181144,P34014
922239,P41294
211421,P67683
410482,P35168
606880,P27392
522425,P46132
440597,P41986
208268,P25872
141380,P92888
179907,P95733
285290,P8402
435197,P46738
153710,P27950
446316,P87227
415725,P70019
457486,P93383
397536,P33391
629761,P88400
836605,P66622
87792,P28439
839932,P22400
497955,P22479
876120,P6152
450580,P35397
194388,P18076
555089,P14222
289617,P54452
68438,P76781
293107,P23013
166734,P70933
761953,P56341
458865,P59847
117786,P70017
78267,P7239
193021,P37239
215952,P47201
381813,P63421
783444,P50025
195281,P34206
875744,P77356
167018,P22347
598617,P49832
927141,P10773
200503,P46205
410104,P38604
20442,P97761
248077,P32677
164938,P58617
877308,P34092
382262,P84791
409650,P8782
887493,P57453
169515,P94133
79121,P31189
548970,P61494
613273,P53863
405628,P31072
756970,P59039
451807,P37254
14901,P74006
934738,P16800
479258,P2501
826822,P46009
946932,P66256
96309,P87613
985986,P42670
510579,P91147
4901,P49343
550398,P44248
371712,P41621
107606,P2849
751833,P6198
156660,P66451
97640,P44019
906661,P18524
822775,P40295
626317,P34002
537624,P40118
382570,P33673
559091,P539
419669,P20565
303960,P39414
592249,P88853
795828,P535
984136,P15111
591770,P54035
780187,P33149
871511,P34173
565910,P42204
327457,P47684
839458,P89851
639092,P70840
205519,P6340
691722,P10254
803399,P92193
578586,P11564
205718,P54300
471891,P17919
82075,P28573
355557,P32477
961660,P57367
194238,P38223
768780,P77766
588289,P64118
339329,P5128
451369,P45924
100055,P39091
853658,P17205
85734,P2860
641303,P8014
200387,P12398
336270,P82619
323186,P4719
23415,P50349
640096,P13025
327283,P67004
468723,P18359
360864,P5253
573891,P14060
705316,P95614
904179,P52882
333829,P88471
911366,P7897
818968,P67507
395166,P56762
439823,P66210
80237,P30091
407587,P43020
531902,P58902
905304,P13992
19796,P18811
943474,P6317
953366,P48595
877642,P14757
438090,P18781
819641,P68319
15884,P31199
273574,P97746
441607,P61279
210758,P76188
944939,P44937
275256,P2155
893166,P63790
456209,P71191
311077,P54177
285431,P60834
590660,P36000
164182,P77723
622053,P76207
1086,P82596
617569,P24539
504872,P65689
80575,P30396
17085,P58361
168324,P45165
664768,P80112
938896,P99598
884659,P5357
626381,P23847
181624,P92889
692935,P18847
594568,P50857
382568,P76844
197244,P90694
582921,P96967
165620,P17835
192874,P16284
666813,P92243
652707,P55527
750366,P94472
306881,P67689
856088,P74726
480994,P41902
763263,P12771
14500,P24590
366965,P32769
707617,P8965
349968,P52852
562985,P34014
186251,P30336
939875,P20999
4692,P18435
539434,P33207
304686,P20837
62922,P33106
113603,P64774
155809,P5615
926186,P34622
563427,P33049
577058,P71019
38965,P54196
85438,P3122
886318,P22574
763328,P10132
840819,P38379
57190,P86091
392108,P90543
392519,P77181
590548,P82632
392559,P54189
984131,P41423
529863,P75677
61870,P84768
505998,P57447
890946,P20769
371351,P57850
423453,P98092
591514,P72267
332160,P68274
741719,P76500
389738,P68372
935211,P56197
133635,P2253
763871,P80865
990541,P25315
262489,P22936
364982,P67651
243758,P84615
999011,P75997
283968,P63269
320945,P66331
87512,P13131
381372,P95706
220963,P20841
17024,P3524
264065,P4230
509345,P55805
690518,P14731
564973,P45201
539309,P73308
177250,P16758
253110,P10107
461908,P52697
984144,P20989
975792,P66799
359054,P24195
932499,P73297
960154,P764
415789,P2820
91322,P2736
725364,P10539
59712,P1678
325704,P94173
354402,P73864
77234,P31682
545484,P1480
806406,P64522
919292,P66513
359251,P94447
872716,P62573
508846,P86074
719341,P6113
759837,P46850
325848,P58784
534296,P15212
271304,P83490
695271,P62399
44466,P24312
759014,P76289
488207,P23806
962605,P96809
181542,P85657
286478,P74642
325927,P33328
335168,P25589
199616,P50443
154704,P71474
28395,P78930
55565,P4459
237739,P72254
218912,P95320
778805,P49135
211650,P33957
50603,P57853
891409,P5846
925628,P52009
405145,P41028
188026,P86072
695288,P58342
981893,P63954
550110,P26236
712907,P70619
104765,P87752
720241,P31606
316247,P12937
119854,P67499
167035,P41663
77335,P85544
414054,P8429
151125,P73209
621074,P81465
938639,P5788
615641,P22305
539122,P45592
802376,P84934
605670,P56634
947820,P87713
473540,P47855
223408,P9070
623524,P67916
1714,P400
743731,P6565
919551,P12023
307183,P12779
11732,P3840
905589,P70657
672016,P75222
770946,P15836
375539,P37512
534343,P82388
263742,P60973
12368,P60753
747765,P57272
708003,P56879
270703,P8312
438997,P56663
620015,P13733
662506,P18602
83176,P54225
633562,P50086
150352,P84317
787367,P72700
732718,P77250
350504,P70409
787574,P12957
192072,P25260
406034,P68722
817028,P22683
805528,P56048
410116,P18882
117107,P68277
714086,P18928
944660,P64830
882091,P2886
801332,P63033
935486,P79833
281100,P77480
947212,P9518
362643,P76374
870145,P94579
718423,P54814
936584,P23970
55453,P32439
811331,P34430
507252,P5064
422891,P32750
25504,P36177
339363,P60424
469002,P9498
419990,P29918
18680,P35314
165177,P96716
408219,P60300
800440,P56686
477536,P91035
554191,P91115
551439,P21735
677096,P74613
192027,P83446
824606,P72985
714471,P17988
70430,P15970
827137,P36412
192277,P85852
783738,P31853
896322,P27869
390807,P73394
697527,P1706
789228,P44362
516017,P63215
621025,P3323
981090,P46874
222597,P53212
746219,P3219
836085,P75319
694991,P69220
80401,P23770
723773,P94147
402902,P85269
347121,P18397
287759,P61167
286224,P82240
310273,P22413
613596,P81487
565781,P76630
457203,P57336
229275,P36140
297719,P38821
166939,P22500
29799,P7451
377442,P30302
815557,P6355
582274,P18934
13683,P34610
669314,P39528
447476,P89213
858775,P50081
64162,P15136
223105,P45903
217105,P11821
4215,P68332
208873,P74860
46501,P3614
614445,P69656
754356,P10089
892266,P80927
162511,P19651
916134,P95196
921038,P28458
812901,P66785
24071,P35351
813224,P60621
216509,P11361
765271,P28189
165096,P95074
705554,P58322
567161,P28524
146218,P73340
537916,P37991
424929,P79502
327843,P55986
1098,P67223
56079,P85700
860329,P6678
429202,P53067
625836,P7082
835320,P19018
209024,P43666
882343,P78925
272308,P88710
323234,P69571
709032,P88314
834757,P44042
993926,P14796
303785,P55902
915903,P35979
740484,P78261
167435,P95652
247211,P85277
149333,P13969
101563,P40269
306698,P75222
374132,P18707
946936,P36312
325003,P62276
448145,P5879
73759,P68617
262228,P11351
957446,P2944
814670,P94239
448057,P55707
117596,P11585
981649,P94769
718363,P14752
866757,P33101
124525,P75837
943612,P30701
306106,P46706
296055,P70559
668935,P293
352666,P61115
345951,P4623
321641,P28632
255831,P7186
846748,P20768
107834,P37462
379468,P23505
871973,P92681
233480,P51183
260369,P18696
589789,P57999
565061,P76309
300951,P64596
447700,P14031
750497,P98160
859567,P35305
177847,P93426
444848,P79917
948697,P2729
896162,P50576
279886,P23302
321024,P2340
340812,P85075
217214,P58356
290245,P21447
398699,P23628
139470,P83161
755204,P57227
520765,P89869
410038,P30350
386829,P87029
959399,P84774
627131,P39470
774261,P56363
600001,P62835
838472,P9575
354206,P62379
58147,P3002
669964,P17047
446029,P3704
398311,P29824
914858,P70592
107519,P67796
841333,P87124
652798,P83970
240880,P73988
9643,P48074
294770,P35524
336067,P3613
288256,P71339
946253,P73252
412625,P61171
322106,P86478
456802,P62615
280636,P78383
596765,P46900
959803,P67103
297197,P12567
972221,P75814
717706,P54234
763997,P57965
86677,P23324
138293,P24666
737111,P79891
350431,P36033
879046,P42045
180351,P19873
379482,P29265
877932,P90266
684138,P58954
696999,P56583
725923,P83858
571765,P83469
702492,P36527
958480,P35670
809764,P59210
888971,P55354
678753,P93245
582059,P31904
131566,P31130
497880,P75389
363045,P6103
925873,P11472
62455,P43803
769497,P13581
182835,P75955
827230,P14745
846779,P28660
986496,P9037
878184,P19620
72357,P8895
891063,P26030
197819,P62823
442058,P99834
728773,P29380
585910,P37480
937630,P72559
209757,P63289
855471,P53548
852341,P72557
917516,P6447
312039,P40751
174495,P32267
59603,P53218
518568,P46435
562779,P3828
601835,P55926
892132,P74996
48250,P38718
139616,P72307
594830,P13443
103069,P73269
645003,P57181
164286,P20720
603955,P77661
543526,P79924
363373,P19409
705167,P86018
120322,P83874
275724,P46245
481343,P16386
452455,P98324
680086,P92428
913492,P4936
723252,P93669
13504,P52050
86738,P99725
978169,P91689
296399,P16627
670379,P89392
773508,P6518
468506,P41463
407360,P92142
743350,P66717
714913,P83664
713029,P69861
362009,P16391
723331,P97225
158256,P22826
74748,P15305
653337,P8358
518118,P78651
44466,P39776
900861,P69481
523665,P89235
255324,P36767
276863,P95029
124573,P39324
192061,P48683
143168,P61503
655707,P74351
263152,P93494
377083,P259
606117,P96957
811012,P35513
424310,P70806
542999,P58158
705280,P62212
835941,P90267
929122,P39755
322513,P21215
30826,P9172
917157,P31360
287560,P51785
625562,P80204
857949,P75636
594487,P40321
761692,P35034
879186,P58050
22678,P35222
520398,P84616
331041,P48403
678427,P63104
577913,P97440
88977,P35329
632285,P91191
233396,P91789
544992,P66475
769344,P36550
725130,P24007
629498,P89565
502844,P83805
204070,P21572
544425,P68935
57310,P26647
444319,P84180
324235,P677
675909,P70164
803167,P8866
144146,P87300
185726,P64407
829877,P7278
401207,P14860
684858,P9569
303889,P70592
908953,P4606
166364,P98518
434412,P66240
690998,P68927
283227,P28107
838368,P20658
600183,P24402
71496,P24614
359287,P14186
875140,P76668
478495,P36079
560616,P94435
460294,P69657
608684,P21821
741260,P37470
44016,P57979
186877,P1257
215010,P89004
678597,P75113
667049,P70673
574587,P29519
386749,P32939
456736,P93578
904951,P78092
806843,P46253
876852,P85174
769031,P18854
834390,P84471
451168,P39735
467123,P75982
674479,P85696
234653,P27379
642624,P83951
226957,P29949
459199,P16239
153314,P55866
651092,P28535
682995,P16502
796129,P24461
239518,P25007
216782,P70970
973747,P60382
548777,P42969
229923,P55258
985157,P62529
630149,P36209
714694,P18138
463204,P35983
241209,P83570
833191,P55282
966194,P82864
127191,P15411
291860,P81332
59427,P63420
342229,P2367
716820,P266
287718,P98556
818603,P86232
173881,P35101
965094,P61052
508368,P2363
352447,P71012
466776,P60576
505554,P61420
397829,P53104
927882,P1736
22053,P5192
631455,P18772
270625,P5992
74102,P76004
381383,P18398
748893,P37481
526956,P85223
532071,P65510
690095,P37936
957528,P79628
135626,P50139
569647,P86333
589635,P73406
879296,P1865
585273,P57712
995840,P45722
818792,P35157
165890,P54702
243565,P1664
842476,P39617
510697,P48945
378451,P33168
900599,P29611
342153,P52096
212385,P77301
487836,P16360
94311,P64817
569968,P29512
326254,P85765
961957,P1505
217394,P51235
551357,P58662
209348,P66145
252012,P7805
190240,P91080
448024,P45714
975552,P30605
554289,P57366
588809,P60795
303091,P47296
532632,P14438
209807,P2233
192501,P72847
578435,P85786
407265,P54617
521912,P96561
367995,P11399
144730,P12733
594148,P93190
817301,P92754
290670,P72286
559370,P95300
903278,P79481
662902,P45831
196646,P42388
651942,P90878
880796,P53441
719240,P5229
16550,P17880
898629,P52945
381731,P29337
188053,P78531
5329,P32466
39770,P7672
165211,P73021
101814,P66780
334814,P92907
691745,P24503
855834,P19175
30755,P25841
455872,P37057
113223,P79716
826373,P48110
288085,P70147
44815,P22837
842402,P40186
301748,P44177
876699,P67901
784102,P52645
397521,P49998
935713,P90591
598285,P33002
298030,P20640
578577,P30317
869606,P94277
792621,P4245
989938,P85414
950280,P31761
171651,P19903
375119,P53257
432683,P75594
306660,P3213
239107,P6035
435601,P81792
831108,P96064
906399,P99068
249654,P80107
293553,P37571
754951,P45656
698489,P76237
690314,P69457
519674,P26658
573410,P17807
915644,P51389
199694,P27960
452426,P72329
693570,P21456
480539,P95773
272945,P26971
105920,P27284
511643,P46587
866988,P13135
652087,P83557
903465,P30036
21450,P84327
709262,P15055
144704,P98702
387592,P75673
66626,P76596
608732,P81195
633354,P94565
372909,P1707
915502,P677
858965,P29358
143468,P51121
59011,P69786
120297,P45315
573602,P65875
121822,P28458
15806,P57292
263816,P60404
727508,P11882
842763,P47800
867134,P85913
928877,P40033
683909,P44545
3557,P29858
648088,P78882
996214,P63347
408501,P89059
523817,P22633
322759,P46846
796159,P51833
953120,P43258
439722,P17930
564924,P39506
989147,P1259
20969,P18523
171035,P2902
743334,P1660
839169,P25381
380112,P58817
883961,P69901
388385,P82349
611800,P79736
623433,P2536
180280,P43829
29504,P36270
176438,P14121
30316,P33546
932457,P97252
981396,P51256
222368,P56910
243890,P2953
381479,P35148
277718,P65051
370690,P38728
947672,P32613
437715,P78834
682355,P31368
973454,P30581
541412,P32185
171574,P54421
423285,P49959
610162,P35906
447908,P45680
207699,P93970
985004,P35337
303137,P72979
848847,P31320
447791,P29803
516275,P82608
636980,P54414
466995,P42505
645615,P26552
363060,P77347
107318,P25002
152031,P55063
892731,P80534
192421,P11651
977086,P62768
449130,P22297
906158,P75156
847053,P94767
589269,P86570
164630,P40371
729919,P32803
930551,P67071
905034,P38825
51465,P12059
253160,P58093
437841,P83482
819958,P2378
441477,P9214
495033,P46187
915092,P31775
169971,P377
326959,P66207
980089,P29711
232250,P9836
941610,P55646
89062,P3247
144504,P1363
464825,P87973
626155,P1019
194330,P48351
873527,P20865
397647,P437
549237,P89593
48261,P29612
305536,P39267
605890,P26727
487930,P55710
597018,P84629
6646,P86952
302864,P22907
231221,P38507
814086,P15752
501808,P32521
150352,P87972
71313,P15692
489420,P61955
502006,P14216
866567,P81275
747507,P90543
814923,P65361
91302,P85670
131927,P1486
160018,P89464
671422,P92017
34663,P43322
397030,P21055
379533,P7053
465829,P73962
83125,P61829
880348,P15598
296146,P22875
479835,P8665
962802,P26322
549548,P48869
356986,P28590
691235,P31869
491217,P14552
618821,P78526
667020,P29553
846046,P17220
285213,P56461
124230,P22422
649857,P50758
194507,P97468
318746,P47191
347981,P28950
207549,P56371
642972,P89026
20446,P33575
244597,P69924
316870,P53904
954877,P99543
57838,P84000
181896,P18586
495550,P28704
536316,P67567
19137,P79828
734492,P27225
798020,P60551
845315,P33921
470955,P27887
544966,P44289
850179,P88061
712742,P10673
406935,P53615
44306,P27151
697748,P8380
911321,P57026
549223,P68568
726562,P42749
889178,P66197
429326,P26897
263635,P22075
74148,P97808
794337,P18545
680286,P3747
494665,P82299
972998,P80221
530621,P62889
695925,P14735
471322,P21279
132687,P92635
279751,P14360
81878,P55583
443828,P97285
467346,P67904
166714,P83145
66785,P82869
49516,P60640
509529,P20150
183874,P90140
294624,P12014
355158,P41071
707004,P85341
709546,P70536
571017,P45226
853987,P62451
715079,P30149
363231,P79618
124008,P55771
324661,P5341
62061,P63443
631744,P60745
398615,P4328
