User id,organization,organization type
300437,O9143,U
819787,O2154,U
419672,O2129,C
68861,O5705,G
794547,O395,U
9031,O2392,U
236829,O4043,C
266088,O8183,G
305577,O288,U
894168,O8482,U
539968,O8395,C
230757,O5309,G
144968,O2730,U
587338,O7030,U
688874,O7597,C
895872,O796,G
717097,O6522,U
384726,O1544,U
910281,O3353,C
99902,O437,G
424596,O284,U
287365,O9123,U
250838,O7617,C
253611,O5886,G
729529,O5639,U
597795,O1546,U
410102,O1508,C
917973,O8776,G
270108,O3625,U
149071,O4793,U
556035,O808,C
447956,O5384,G
335101,O1166,U
296729,O3742,U
905450,O8251,C
5479,O4689,G
984494,O4432,U
824110,O930,U
560092,O3670,C
742530,O7150,G
529703,O3965,U
881199,O9959,U
719673,O1512,C
137909,O5917,G
144771,O4824,U
844745,O7092,U
146607,O7912,C
914871,O7088,G
520448,O1580,U
128688,O8825,U
985575,O7244,C
789763,O8131,G
558959,O2636,U
370939,O6759,U
331842,O4145,C
820581,O2489,G
134482,O7730,U
491426,O6726,U
726546,O5311,C
529825,O1484,G
781394,O6209,U
622283,O6703,U
665588,O4536,C
531212,O9300,G
246376,O3483,U
96619,O9235,U
650060,O9014,C
446563,O1717,G
215313,O5419,U
945750,O4587,U
724267,O8522,C
611933,O5342,G
686000,O9104,U
211041,O1167,U
875353,O1399,C
572781,O6576,G
633113,O8441,U
466778,O6854,U
81399,O2625,C
162176,O5399,G
393006,O9651,U
872162,O9705,U
386871,O8323,C
315486,O1885,G
455468,O4753,U
101264,O4342,U
553058,O1033,C
445868,O4557,G
373183,O9334,U
280355,O1576,U
899855,O2701,C
813406,O4231,G
8148,O1917,U
805991,O1500,U
813164,O8136,C
649251,O4624,G
505846,O6156,U
612455,O9711,U
18732,O9377,C
960370,O5386,G
402443,O9309,U
192115,O4424,U
330495,O7132,C
65206,O8465,G
670210,O9100,U
138,O8683,U
319364,O1511,C
878085,O6811,G
156926,O605,U
834623,O4432,U
77684,O6515,C
599521,O4535,G
715247,O2618,U
400458,O116,U
78343,O5530,C
156831,O8565,G
523617,O240,U
420409,O2069,U
684898,O1473,C
952015,O1232,G
690314,O1774,U
587702,O3988,U
800757,O5259,C
885372,O8770,G
812400,O1335,U
653201,O2232,U
49340,O535,C
337412,O7765,G
295190,O1669,U
267063,O4771,U
946423,O7919,C
287807,O4689,G
338261,O7148,U
436795,O7853,U
786356,O1446,C
565473,O8200,G
551091,O9610,U
133638,O2159,U
378355,O6781,C
941084,O9523,G
105292,O4537,U
224774,O6222,U
241956,O159,C
836297,O8718,G
399232,O3663,U
677824,O337,U
440665,O8218,C
451822,O869,G
468753,O9681,U
743129,O2613,U
828411,O2935,C
284271,O6699,G
57045,O7130,U
138854,O4505,U
759332,O2776,C
801071,O3737,G
899186,O1331,U
316060,O1494,U
408680,O5621,C
350928,O3389,G
413538,O671,U
829071,O1026,U
683196,O7363,C
98006,O8260,G
476069,O1571,U
659874,O9061,U
545564,O977,C
942786,O2811,G
268098,O2759,U
429230,O8924,U
537202,O5207,C
131662,O6147,G
408759,O6400,U
12373,O3315,U
821687,O5986,C
672969,O475,G
956359,O7375,U
279827,O7210,U
309413,O1568,C
408112,O1042,G
555571,O8377,U
905189,O8188,U
685390,O16,C
660694,O2373,G
237596,O207,U
54527,O8291,U
347838,O6710,C
736491,O5186,G
300655,O9408,U
829395,O2936,U
96216,O4671,C
541318,O9254,G
507562,O2267,U
201354,O5526,U
713665,O1680,C
588917,O4051,G
478564,O405,U
962725,O7813,U
309506,O2631,C
628153,O6770,G
688115,O4638,U
633681,O6757,U
488212,O5520,C
365165,O8374,G
959555,O7729,U
669582,O6395,U
173232,O9427,C
643054,O3701,G
525189,O5840,U
458259,O1134,U
470832,O1653,C
222463,O337,G
172882,O990,U
779082,O8675,U
677803,O3829,C
984784,O9213,G
139786,O5632,U
969150,O6921,U
908741,O7350,C
779440,O1381,G
335129,O6207,U
313092,O1726,U
214970,O1826,C
119682,O2416,G
279709,O8476,U
457059,O8399,U
8914,O5206,C
752909,O8445,G
277777,O5831,U
368967,O9935,U
673604,O4229,C
898628,O7384,G
539885,O89,U
326136,O5665,U
831892,O5230,C
228019,O77,G
863923,O2875,U
186037,O7822,U
659984,O469,C
591036,O5050,G
348466,O5979,U
60100,O8382,U
759734,O3397,C
981672,O2824,G
337408,O2531,U
97215,O7826,U
991338,O9383,C
760892,O6625,G
176192,O580,U
914765,O7496,U
534343,O1973,C
128838,O6113,G
83886,O3328,U
785931,O9108,U
267854,O4248,C
286871,O9017,G
346828,O6338,U
15148,O341,U
685270,O1239,C
434358,O8266,G
688421,O3246,U
369579,O2005,U
720065,O3024,C
195022,O6570,G
67921,O9552,U
968180,O8071,U
434865,O6830,C
941427,O7590,G
515919,O875,U
411695,O705,U
668502,O8536,C
96615,O2590,G
45923,O3393,U
526129,O991,U
248253,O1879,C
640193,O2013,G
883169,O9129,U
177099,O6333,U
97667,O79,C
576517,O5557,G
212505,O4535,U
164514,O2984,U
942898,O7,C
626735,O20,G
312457,O1782,U
839876,O9820,U
902253,O3470,C
610075,O5920,G
833909,O5727,U
561021,O6063,U
111900,O3898,C
529138,O6830,G
266331,O7752,U
909244,O3874,U
924418,O6770,C
683580,O7627,G
848906,O402,U
261485,O6306,U
548401,O2193,C
779015,O3023,G
750420,O6344,U
142975,O987,U
267239,O9520,C
103023,O7844,G
109194,O4715,U
644948,O928,U
709242,O2348,C
906398,O8960,G
363545,O6138,U
794775,O4978,U
380533,O3758,C
229513,O3672,G
902546,O6703,U
861416,O6057,U
309063,O1565,C
11635,O1908,G
529857,O3053,U
797650,O8529,U
835653,O3323,C
874125,O2888,G
889744,O6259,U
469142,O4067,U
189810,O7726,C
379688,O3761,G
411500,O5177,U
245518,O9870,U
993369,O6122,C
147902,O9144,G
823755,O9060,U
784195,O6414,U
651970,O6257,C
432264,O1436,G
459701,O8175,U
107632,O6201,U
753999,O4248,C
544748,O7803,G
30502,O2678,U
69110,O861,U
407324,O7376,C
40170,O5518,G
461816,O8440,U
803081,O3836,U
32722,O3761,C
215226,O8379,G
411261,O3808,U
728088,O6358,U
621232,O9798,C
1839,O4835,G
119860,O2644,U
418632,O3091,U
473981,O8625,C
154905,O7574,G
669710,O4245,U
252334,O8800,U
421586,O9095,C
716428,O244,G
681104,O9124,U
240074,O4645,U
811390,O2600,C
223040,O3952,G
757574,O8910,U
908143,O2284,U
296013,O4435,C
939375,O9226,G
288379,O6677,U
643900,O1531,U
847822,O5275,C
88863,O6445,G
16091,O831,U
655538,O8072,U
987588,O4957,C
346718,O9353,G
582141,O9674,U
650473,O5876,U
279812,O3550,C
752706,O7426,G
46046,O5264,U
404705,O1270,U
649316,O3719,C
710997,O4622,G
365498,O4,U
580753,O4338,U
782844,O8770,C
463249,O1023,G
757211,O1774,U
924797,O6235,U
705597,O4896,C
591976,O5431,G
793905,O7272,U
285115,O8515,U
102409,O5128,C
463631,O3849,G
881732,O9839,U
60144,O1121,U
414034,O1335,C
340752,O8851,G
787597,O5958,U
269898,O6619,U
825409,O8621,C
331955,O6419,G
216923,O7672,U
971080,O37,U
976734,O9923,C
864991,O7284,G
174315,O5218,U
101294,O2672,U
356463,O1126,C
969840,O1236,G
841347,O9725,U
71951,O249,U
271292,O8829,C
420711,O5048,G
930640,O5785,U
784326,O4000,U
504383,O9375,C
360659,O3415,G
999802,O5324,U
429552,O6742,U
251989,O3973,C
824765,O9810,G
700541,O8209,U
928628,O4141,U
5082,O5756,C
789258,O3986,G
576603,O3413,U
890853,O9201,U
202754,O4711,C
727108,O6317,G
922869,O3013,U
524974,O8471,U
92676,O3260,C
188118,O6329,G
264682,O6475,U
260146,O5592,U
730208,O8173,C
187156,O4656,G
471650,O5002,U
682984,O3495,U
462240,O6170,C
89147,O8950,G
83784,O2475,U
868646,O6971,U
752868,O4503,C
958175,O7387,G
625504,O7531,U
49212,O5632,U
11871,O2755,C
821900,O8811,G
36436,O4862,U
572586,O7659,U
826167,O7241,C
834616,O9276,G
796251,O4710,U
569739,O8431,U
977319,O4975,C
773756,O9166,G
731242,O2941,U
662246,O6226,U
631943,O71,C
589833,O7128,G
894927,O5443,U
758194,O9357,U
269250,O3434,C
670043,O4963,G
493512,O9462,U
718429,O777,U
660676,O95,C
5752,O2003,G
228708,O6572,U
77248,O5203,U
664246,O5050,C
763660,O7576,G
782226,O3215,U
495453,O4383,U
267220,O6382,C
395367,O227,G
243233,O2155,U
317128,O903,U
175416,O9211,C
619375,O1233,G
877515,O6193,U
171688,O3356,U
676856,O3245,C
252385,O5158,G
697052,O6193,U
802527,O7890,U
927325,O7891,C
593312,O9736,G
399597,O9048,U
845225,O3605,U
161248,O7468,C
909892,O9686,G
101476,O4751,U
238124,O1638,U
873190,O285,C
273429,O5473,G
439385,O535,U
941744,O7915,U
617835,O9002,C
306280,O9516,G
119304,O5660,U
373868,O6740,U
967339,O2224,C
138872,O272,G
287440,O8223,U
515432,O734,U
459022,O4607,C
509443,O2666,G
409932,O796,U
603313,O5407,U
752312,O9223,C
718425,O6193,G
692721,O900,U
514354,O919,U
426369,O9569,C
598559,O9572,G
260242,O9612,U
522014,O8438,U
468285,O9020,C
334423,O7573,G
534047,O6165,U
96149,O9808,U
561629,O7744,C
92857,O9678,G
173789,O3993,U
316779,O8038,U
913821,O2811,C
7576,O3394,G
442960,O2359,U
906291,O1905,U
626912,O8874,C
777418,O8628,G
974869,O6992,U
83887,O5551,U
306769,O9455,C
389002,O1024,G
398677,O1823,U
351087,O7391,U
257422,O4501,C
167291,O8045,G
315060,O3634,U
284375,O4107,U
265754,O7707,C
425251,O4039,G
189650,O129,U
480567,O6347,U
745940,O9475,C
10595,O7151,G
399551,O2938,U
267754,O7134,U
233775,O3476,C
390922,O3044,G
432881,O2273,U
421145,O5130,U
400896,O2325,C
931182,O2069,G
832126,O7893,U
616285,O9040,U
971647,O9262,C
66049,O7951,G
64317,O6153,U
979272,O873,U
60390,O5555,C
108302,O8622,G
574882,O4631,U
683017,O5303,U
921787,O8016,C
425609,O7095,G
585985,O7008,U
713486,O4943,U
237996,O8123,C
673274,O3971,G
935922,O9808,U
346357,O7947,U
521458,O539,C
573568,O7750,G
711488,O2090,U
181129,O7893,U
276712,O295,C
85220,O362,G
566720,O1331,U
304349,O4543,U
151997,O8050,C
632171,O5698,G
650912,O5543,U
42466,O845,U
418885,O4619,C
554131,O1968,G
895145,O9164,U
846732,O3789,U
665405,O6100,C
95190,O6070,G
534483,O1826,U
333040,O1436,U
245852,O9076,C
720197,O9163,G
338403,O1496,U
533566,O5478,U
696567,O8631,C
900460,O2870,G
433803,O6521,U
862122,O4691,U
658143,O1858,C
949197,O9064,G
993919,O6544,U
30740,O3706,U
577670,O5148,C
485337,O1810,G
639574,O2779,U
116664,O7762,U
361511,O9387,C
313385,O3361,G
576507,O4250,U
784497,O9557,U
456691,O9503,C
972913,O5503,G
559269,O1520,U
233029,O2442,U
587485,O4987,C
606105,O3403,G
812871,O3239,U
175330,O5511,U
238675,O6702,C
906996,O4996,G
639610,O3246,U
188935,O5505,U
257075,O4362,C
114056,O2193,G
527680,O7435,U
647043,O410,U
652624,O8458,C
471541,O6775,G
947042,O2103,U
258242,O4582,U
170453,O6174,C
128889,O765,G
935169,O6055,U
784343,O7948,U
104226,O2215,C
918784,O2310,G
280145,O6091,U
412508,O3089,U
422802,O2582,C
899626,O6859,G
674891,O6362,U
475900,O3611,U
146132,O5445,C
58527,O112,G
452979,O1256,U
940474,O187,U
918666,O485,C
823060,O7902,G
746015,O9288,U
362977,O7205,U
322436,O298,C
884126,O1425,G
270609,O8789,U
969339,O9208,U
810463,O2302,C
861177,O1277,G
14993,O5314,U
192245,O4394,U
931300,O2091,C
907121,O104,G
134138,O5265,U
912268,O3474,U
120772,O3686,C
802930,O8905,G
662161,O8964,U
977243,O6194,U
4408,O1994,C
780673,O5467,G
440709,O9296,U
796013,O8389,U
282151,O7194,C
574290,O4552,G
723702,O9522,U
614100,O4354,U
240264,O8270,C
372085,O666,G
588204,O6719,U
820469,O2034,U
853284,O890,C
967912,O6222,G
223304,O1974,U
549652,O7025,U
20570,O7082,C
550614,O687,G
230935,O9117,U
464324,O9729,U
269668,O1525,C
177147,O9597,G
456748,O7959,U
822255,O9887,U
911568,O8393,C
993411,O9553,G
386852,O9414,U
24098,O9032,U
313963,O2521,C
546603,O8024,G
577616,O9949,U
953026,O313,U
720010,O9600,C
739538,O118,G
269661,O2723,U
882690,O7243,U
751778,O1589,C
623372,O9520,G
420166,O6728,U
899526,O1858,U
397034,O8077,C
102783,O461,G
91,O5284,U
414875,O3371,U
186588,O8592,C
186761,O9448,G
54170,O1318,U
774136,O3478,U
684079,O3676,C
271562,O2543,G
656057,O794,U
497445,O9312,U
507431,O8069,C
682612,O1859,G
3522,O8273,U
271022,O8243,U
700976,O5245,C
849407,O9390,G
992273,O7046,U
284675,O844,U
10643,O6024,C
218470,O1614,G
862550,O8519,U
877268,O7303,U
80853,O8227,C
210449,O7372,G
462443,O7763,U
241264,O5422,U
521819,O8011,C
968086,O2835,G
195395,O8382,U
862395,O1253,U
883095,O2276,C
409683,O8782,G
935850,O9546,U
21292,O8597,U
11947,O8403,C
586140,O9622,G
693540,O2958,U
156026,O1603,U
926841,O6872,C
215221,O5268,G
23994,O8641,U
658116,O989,U
604096,O4906,C
944592,O2614,G
549303,O6738,U
240550,O6804,U
427357,O7694,C
896009,O9337,G
352766,O3860,U
472483,O489,U
95447,O713,C
421575,O5850,G
585393,O6895,U
475217,O189,U
962459,O6398,C
498603,O4857,G
358577,O4110,U
790692,O5294,U
912628,O5284,C
487496,O8463,G
293239,O9016,U
461232,O6940,U
157225,O9974,C
392176,O6176,G
50724,O7426,U
908837,O3951,U
777729,O4099,C
587298,O8233,G
534577,O2786,U
724273,O737,U
534066,O563,C
344621,O7882,G
424308,O6402,U
128845,O4457,U
853931,O782,C
858071,O9714,G
272195,O8996,U
498750,O1307,U
326098,O7523,C
429466,O5187,G
291481,O1751,U
849057,O8543,U
112553,O5195,C
705918,O3238,G
581502,O190,U
588559,O8278,U
572257,O4366,C
654509,O7617,G
550850,O8329,U
760945,O5458,U
834177,O1637,C
13350,O7460,G
758948,O9736,U
170432,O7178,U
223476,O9018,C
284038,O9272,G
609134,O2981,U
896395,O4856,U
458851,O1222,C
940601,O4205,G
537166,O1558,U
148727,O5343,U
983215,O9126,C
54813,O3721,G
902390,O6075,U
98619,O981,U
304742,O8270,C
914155,O8960,G
467642,O1288,U
604076,O8617,U
545064,O2081,C
195712,O5898,G
802210,O4025,U
417422,O5807,U
651690,O3203,C
1593,O98,G
878376,O8260,U
573926,O6430,U
415893,O3520,C
466924,O7168,G
979009,O5796,U
482518,O8170,U
239532,O9714,C
210707,O234,G
976270,O9380,U
100077,O6497,U
242792,O240,C
796151,O8296,G
972546,O1796,U
188085,O4928,U
983736,O7339,C
429970,O9558,G
522708,O2789,U
723264,O9649,U
29885,O6902,C
378343,O6486,G
4200,O8407,U
421322,O6564,U
139914,O3246,C
604160,O7574,G
455317,O6405,U
225399,O2027,U
602332,O9535,C
253294,O8835,G
986304,O8089,U
121804,O3566,U
812621,O6162,C
439925,O7031,G
460095,O561,U
822021,O5491,U
509259,O9635,C
293987,O1304,G
465896,O1945,U
746802,O588,U
667428,O5811,C
112216,O5640,G
45150,O2511,U
753886,O5313,U
237892,O8743,C
165413,O3652,G
292078,O9610,U
951170,O6575,U
772910,O3032,C
283463,O5500,G
73297,O3864,U
416806,O7353,U
987394,O3362,C
176031,O6101,G
19816,O4044,U
662072,O9917,U
480194,O5607,C
422616,O742,G
896189,O1281,U
309635,O7217,U
815614,O2928,C
631239,O9711,G
747833,O2455,U
116791,O1401,U
944322,O9964,C
968044,O8927,G
484139,O882,U
437399,O1165,U
506996,O7133,C
939965,O5375,G
170637,O7109,U
782679,O3590,U
174320,O1657,C
120965,O6060,G
336295,O5976,U
986890,O5554,U
279896,O8418,C
822215,O9722,G
55505,O2766,U
20185,O9553,U
342417,O5298,C
443559,O4431,G
513756,O9043,U
990995,O1288,U
420121,O9288,C
430502,O689,G
811568,O7955,U
457392,O508,U
185807,O9014,C
105290,O7531,G
267144,O3910,U
333908,O1088,U
871622,O9263,C
950586,O2246,G
134520,O6177,U
766547,O8127,U
93441,O9346,C
863584,O3702,G
537733,O7429,U
811845,O7082,U
936476,O4804,C
804992,O981,G
738558,O2637,U
801257,O9976,U
535377,O7833,C
891735,O3625,G
379548,O5827,U
640238,O9859,U
952429,O1542,C
963613,O11,G
440192,O1642,U
441426,O5142,U
749822,O4035,C
833875,O611,G
672442,O3187,U
94271,O9775,U
695481,O7247,C
359279,O8783,G
493856,O9120,U
193541,O2617,U
397710,O1440,C
433351,O6690,G
204963,O9440,U
281594,O4755,U
5250,O8659,C
886310,O9022,G
179205,O7486,U
641498,O4664,U
156273,O9948,C
296720,O2850,G
900855,O6316,U
11116,O7151,U
324867,O3956,C
872143,O6756,G
675542,O6686,U
891625,O1514,U
571369,O8680,C
818960,O8576,G
414110,O3261,U
78230,O529,U
300877,O3434,C
44039,O4698,G
845083,O4875,U
757768,O3610,U
571968,O247,C
524508,O7749,G
245473,O7924,U
736678,O5643,U
83809,O2961,C
990612,O6938,G
317985,O6688,U
722472,O3120,U
980082,O5745,C
220375,O1096,G
634872,O8495,U
752116,O9107,U
34560,O6522,C
760738,O5583,G
971096,O5325,U
321694,O5334,U
317637,O2974,C
33848,O4645,G
613277,O4079,U
124345,O1079,U
804676,O1147,C
766437,O2314,G
422709,O4349,U
55030,O8423,U
944558,O9549,C
854741,O988,G
348795,O5758,U
253707,O6881,U
63771,O8050,C
713231,O3770,G
407596,O7468,U
562660,O3078,U
899054,O9170,C
55510,O7921,G
57168,O1279,U
186156,O8083,U
960886,O7170,C
70599,O5587,G
234241,O7341,U
613205,O9153,U
679488,O9744,C
350754,O237,G
896484,O5940,U
238747,O1057,U
152960,O5399,C
910825,O1137,G
484445,O8841,U
924686,O3657,U
660404,O4377,C
660336,O1882,G
446280,O9254,U
394944,O5292,U
184489,O3277,C
610398,O8759,G
982141,O2384,U
410802,O4474,U
860095,O4468,C
847140,O5581,G
846066,O6059,U
994239,O4537,U
863801,O6370,C
61101,O2715,G
647517,O6839,U
888445,O3910,U
368579,O1928,C
97542,O4035,G
960059,O779,U
411189,O8805,U
636498,O1280,C
105158,O2445,G
663679,O6817,U
632445,O3624,U
647362,O5144,C
390323,O2597,G
872553,O4555,U
268101,O5039,U
265153,O927,C
412720,O7943,G
919235,O9217,U
367313,O7897,U
938690,O7314,C
811555,O4879,G
19333,O7329,U
86143,O8515,U
223457,O1718,C
866657,O9283,G
103831,O8150,U
407969,O6889,U
497125,O7569,C
558203,O2980,G
887030,O4962,U
559046,O9098,U
431280,O4391,C
739538,O931,G
480703,O8993,U
327152,O5687,U
714940,O764,C
86442,O8964,G
320326,O180,U
725231,O3987,U
221946,O6422,C
460992,O6523,G
307096,O8035,U
959554,O6906,U
410972,O7525,C
503943,O7569,G
641193,O175,U
807722,O2820,U
12836,O6442,C
503426,O5713,G
318720,O7235,U
687191,O9270,U
882118,O1011,C
660757,O3370,G
528150,O4044,U
391866,O506,U
345579,O7025,C
40402,O9163,G
441114,O2328,U
283907,O8595,U
999557,O512,C
938204,O2492,G
234990,O9933,U
951662,O2306,U
856882,O8971,C
558988,O506,G
237334,O637,U
151829,O5444,U
744000,O2746,C
717725,O2857,G
254471,O5440,U
437696,O8768,U
925283,O4184,C
270525,O9071,G
326862,O9938,U
82504,O5819,U
17480,O5664,C
958064,O6484,G
794421,O6110,U
488157,O1991,U
239890,O551,C
976746,O6953,G
760432,O1100,U
851993,O6245,U
836565,O1746,C
34639,O6064,G
661621,O4285,U
595898,O5411,U
954910,O4767,C
208344,O7905,G
610956,O2004,U
151206,O8305,U
290270,O3419,C
990126,O1827,G
720171,O897,U
16959,O4679,U
596609,O6099,C
162852,O2160,G
448555,O8664,U
156771,O4212,U
682419,O532,C
723847,O5776,G
797120,O8125,U
588687,O757,U
82810,O189,C
207080,O8808,G
568581,O7595,U
531794,O9954,U
596877,O4041,C
761259,O5910,G
231864,O7149,U
586705,O9361,U
83315,O7402,C
442364,O9884,G
850364,O25,U
977557,O4946,U
759240,O8442,C
309320,O9631,G
244313,O3174,U
771268,O1951,U
454161,O7179,C
127634,O8992,G
168555,O5817,U
19573,O9191,U
681558,O4888,C
464895,O6240,G
244815,O2100,U
453272,O2255,U
110408,O3568,C
779348,O1371,G
452178,O7138,U
707370,O9669,U
36622,O6618,C
586611,O8685,G
819166,O5620,U
913312,O8794,U
246787,O4098,C
303588,O6248,G
513549,O1304,U
322562,O9919,U
67499,O2596,C
564050,O5037,G
63093,O7537,U
133968,O1730,U
110526,O1028,C
435123,O726,G
740892,O3284,U
512453,O5841,U
102004,O6055,C
684587,O548,G
212492,O4531,U
395649,O7259,U
320633,O8897,C
270884,O1623,G
110235,O5920,U
910990,O7976,U
56763,O6019,C
48892,O7610,G
263675,O1960,U
288673,O5240,U
137827,O5129,C
557164,O6411,G
419291,O4180,U
867303,O7,U
628667,O2636,C
967568,O8549,G
626136,O7962,U
758488,O1503,U
742842,O5648,C
97940,O3935,G
499867,O1322,U
13359,O7125,U
283563,O4714,C
163194,O7174,G
953725,O54,U
409981,O426,U
777291,O2027,C
110019,O2601,G
688118,O2841,U
725066,O9937,U
829626,O5925,C
764303,O2349,G
40941,O5986,U
390075,O8533,U
116515,O1451,C
954220,O9467,G
157744,O866,U
506299,O2937,U
126010,O2444,C
864902,O2254,G
332444,O4743,U
417617,O4865,U
121178,O3527,C
345115,O7641,G
719785,O2403,U
387906,O9285,U
213841,O6232,C
985536,O7061,G
846624,O9079,U
447887,O3537,U
511556,O1301,C
820390,O3068,G
104615,O6365,U
896546,O7973,U
671755,O2212,C
640077,O332,G
796114,O2072,U
651786,O6066,U
514346,O4568,C
881017,O3765,G
304334,O7305,U
627751,O4387,U
37380,O4146,C
655019,O8906,G
284525,O2607,U
168624,O7,U
551087,O1304,C
189899,O8110,G
162297,O8102,U
417422,O1349,U
42304,O4664,C
193373,O8349,G
169947,O8314,U
463969,O4248,U
749863,O6946,C
619266,O6106,G
875681,O4184,U
189822,O843,U
647911,O7313,C
252888,O4388,G
141846,O5150,U
871729,O4268,U
616208,O5715,C
478884,O8492,G
593612,O8712,U
10162,O4204,U
791201,O4198,C
772189,O6539,G
532784,O3709,U
821518,O1513,U
374254,O2736,C
697614,O248,G
639374,O2623,U
638410,O4363,U
356782,O7771,C
951136,O106,G
597629,O8954,U
909753,O3317,U
763929,O646,C
400714,O9691,G
147940,O5484,U
492962,O214,U
762590,O8312,C
611890,O483,G
24040,O6346,U
664786,O8118,U
932709,O622,C
207169,O5865,G
676735,O6507,U
760316,O9592,U
179759,O641,C
343304,O9936,G
265522,O3041,U
958250,O2364,U
353008,O5911,C
176241,O2932,G
76372,O4264,U
64444,O4592,U
657885,O4419,C
95552,O5772,G
809514,O9290,U
27339,O3559,U
934936,O6311,C
845669,O432,G
318827,O9533,U
727569,O2533,U
240967,O8238,C
468691,O3151,G
144524,O5556,U
755228,O3743,U
348573,O959,C
455570,O5476,G
795958,O6833,U
707931,O1931,U
93035,O1138,C
441938,O6795,G
617267,O3846,U
862851,O1636,U
910633,O7890,C
984804,O8796,G
913390,O1537,U
195961,O1027,U
630269,O3356,C
830500,O9589,G
941281,O9284,U
159338,O4266,U
447358,O8717,C
634669,O3822,G
562810,O4748,U
210402,O597,U
82209,O632,C
406568,O6744,G
966603,O7259,U
632387,O3609,U
935471,O3416,C
850541,O7655,G
296142,O9782,U
775471,O5955,U
364801,O4964,C
404342,O4062,G
316799,O8320,U
266197,O1743,U
869234,O103,C
94432,O6956,G
776245,O5004,U
592141,O6803,U
18850,O8936,C
897086,O9435,G
584851,O8716,U
106881,O3956,U
130100,O3864,C
954142,O8438,G
311949,O8724,U
543769,O9360,U
859461,O8840,C
904200,O384,G
747310,O8619,U
252894,O6873,U
260732,O7564,C
511454,O9485,G
105589,O113,U
302240,O8471,U
954728,O4284,C
307021,O2325,G
235913,O2317,U
54840,O1028,U
832323,O5934,C
801508,O1471,G
228255,O6893,U
501912,O7875,U
749812,O4472,C
192096,O1637,G
601996,O4890,U
657281,O4576,U
214728,O5211,C
301638,O7372,G
723207,O4476,U
275183,O6155,U
865604,O1331,C
198506,O7598,G
846759,O8956,U
951793,O2092,U
595788,O7412,C
987060,O8327,G
610323,O7289,U
295710,O5050,U
764618,O3845,C
496846,O8982,G
370599,O4459,U
212692,O9584,U
874295,O4116,C
960340,O7624,G
304885,O2723,U
898766,O3310,U
641825,O1007,C
118199,O5828,G
910549,O5536,U
192279,O3458,U
885761,O3408,C
31649,O5153,G
343353,O8259,U
596080,O6819,U
889541,O8787,C
918069,O9892,G
369580,O7283,U
580218,O8978,U
974787,O2263,C
169531,O8728,G
282864,O3191,U
959499,O3005,U
274926,O8592,C
221530,O8413,G
159800,O1908,U
3218,O2619,U
475855,O9209,C
45456,O2684,G
812745,O4718,U
723115,O9144,U
676174,O6787,C
216236,O1447,G
654773,O9959,U
679384,O5305,U
723720,O4812,C
710536,O4058,G
221858,O60,U
535858,O6726,U
976432,O6186,C
697161,O2324,G
632712,O8264,U
527474,O2396,U
318742,O4427,C
477984,O4382,G
402172,O7173,U
967412,O6014,U
828700,O8270,C
260061,O7474,G
144367,O8718,U
820898,O3926,U
383071,O4308,C
922401,O3306,G
258727,O1835,U
520209,O6965,U
53580,O4895,C
931593,O5729,G
392122,O9695,U
614723,O3618,U
584716,O6403,C
556116,O6845,G
281830,O9678,U
236616,O7226,U
151776,O9567,C
994599,O5840,G
661203,O3889,U
12428,O9814,U
754245,O2284,C
9653,O1944,G
281610,O1066,U
929114,O8606,U
201415,O8294,C
646807,O4894,G
980435,O2019,U
159766,O5683,U
973720,O8923,C
420332,O9360,G
890153,O6169,U
206746,O9903,U
156534,O8159,C
337126,O2963,G
655355,O863,U
545766,O5184,U
460975,O8604,C
369008,O8021,G
694303,O4317,U
449688,O9733,U
821065,O4273,C
658025,O2246,G
725089,O1421,U
73664,O1668,U
693483,O2268,C
585804,O4297,G
170062,O5828,U
469469,O1069,U
190679,O154,C
965715,O4630,G
648343,O7128,U
306527,O2960,U
981643,O7601,C
491745,O6444,G
854616,O4532,U
290688,O7034,U
595055,O5958,C
75168,O5840,G
697268,O1647,U
545476,O1189,U
239347,O4393,C
582949,O1261,G
953293,O2292,U
625287,O7267,U
450498,O4708,C
69506,O2814,G
980640,O7953,U
138024,O9169,U
268423,O6869,C
378963,O1685,G
99183,O8659,U
202361,O6242,U
506140,O9226,C
705231,O9825,G
532575,O9689,U
15577,O5830,U
855113,O3018,C
696147,O4347,G
270261,O2502,U
607348,O6417,U
251135,O1903,C
157598,O5033,G
876421,O2211,U
319971,O9760,U
541961,O5768,C
704850,O7610,G
792339,O1177,U
131797,O3745,U
204590,O6970,C
895521,O5398,G
842612,O1844,U
41760,O4845,U
919842,O2279,C
85057,O7834,G
376129,O9372,U
585691,O4260,U
467042,O4195,C
440268,O6964,G
922956,O4264,U
307888,O6687,U
311675,O309,C
912305,O9295,G
914764,O4644,U
491780,O8867,U
400089,O6667,C
49999,O8553,G
587101,O7854,U
10493,O8038,U
634726,O9610,C
802647,O2948,G
823242,O4268,U
97948,O7384,U
855119,O4661,C
47173,O508,G
528124,O1810,U
119395,O2796,U
693646,O5409,C
395786,O8323,G
296069,O1936,U
52967,O2155,U
664643,O447,C
284745,O3566,G
206902,O2554,U
887559,O5948,U
289960,O3855,C
942364,O5585,G
855003,O6150,U
442012,O7093,U
250289,O1333,C
404872,O3021,G
998097,O2322,U
90929,O3514,U
638965,O4707,C
806782,O7501,G
503248,O5007,U
804754,O2,U
