User Id,Skill ,Skill level
618984,S42038,8
664419,S27868,6
620623,S36247,2
769876,S8709,3
215682,S86051,7
197737,S27805,6
560547,S22558,4
858151,S80855,1
20521,S70997,8
387008,S58875,1
778034,S86486,7
93543,S73604,7
79241,S3492,4
719726,S89988,10
80674,S39115,3
172081,S19494,7
462140,S32182,7
128488,S8193,10
405575,S63257,7
825753,S13335,6
811805,S25847,7
79610,S11399,2
856561,S85562,4
229804,S81270,1
724934,S12056,4
191099,S40112,3
371474,S32455,3
720206,S40850,8
743839,S51007,1
690216,S46739,8
477635,S50683,1
945978,S89853,7
307748,S67291,4
223638,S47399,3
956835,S55218,8
371103,S43943,8
629710,S78902,9
136553,S13989,6
335468,S28654,1
502862,S65980,7
360261,S42223,5
177207,S65144,2
440052,S5005,6
71202,S56337,5
208315,S82838,9
636975,S81302,3
886260,S42472,10
486818,S48540,6
870946,S2093,3
375730,S26315,1
32336,S98618,3
833462,S76755,9
752035,S37098,8
94178,S66094,3
351970,S30239,4
318892,S21389,5
290031,S29304,5
855634,S58669,1
555488,S93695,2
386614,S10733,4
301750,S83496,9
332213,S17663,5
728853,S40320,2
101966,S75956,1
946227,S51578,2
465288,S89480,1
838682,S8969,4
649871,S28451,10
341423,S57260,1
648109,S615,1
108164,S37514,6
581444,S85036,9
377245,S3269,10
895613,S60784,2
571430,S33293,8
436897,S5361,6
719734,S21891,7
628779,S77356,8
505983,S63030,4
992141,S60418,9
258656,S42080,8
836390,S58375,2
165138,S11117,6
822512,S97612,6
351497,S16804,6
338841,S10734,4
744777,S42993,9
101824,S5172,1
411298,S14344,5
189378,S91575,5
343459,S51026,4
368016,S16639,3
449280,S48234,6
572620,S90946,3
612579,S64706,8
732999,S80335,9
346996,S91985,2
552775,S58180,9
137818,S46219,10
591196,S70759,5
941373,S79510,3
701720,S59398,4
970274,S81570,4
889910,S39603,3
592987,S76863,4
137158,S30469,10
900592,S49181,3
359071,S75353,4
380473,S6149,5
286139,S75404,8
424773,S30185,2
306678,S74549,3
297785,S72981,4
418529,S1118,2
170195,S17380,9
357397,S21760,4
180406,S47197,3
341588,S7882,10
150759,S82207,5
374159,S53102,8
76972,S83858,6
405114,S58446,9
106338,S15088,6
758784,S27189,4
355437,S72936,7
248197,S62495,9
951353,S28225,1
782552,S86180,8
500976,S73517,8
772717,S29775,1
525601,S24482,5
366400,S36561,4
676499,S26458,5
754365,S99148,2
401263,S78653,1
281294,S5839,7
821904,S47905,2
339233,S17419,5
101820,S19370,1
270086,S31248,8
661773,S57444,3
738564,S4147,1
773431,S23197,3
439755,S47431,4
417455,S92257,5
134460,S32499,6
311320,S9499,3
771860,S90278,8
416162,S34703,5
849084,S93359,2
25897,S56419,7
938894,S34313,9
861572,S19779,8
258756,S29390,5
847873,S39250,8
374109,S94120,1
928851,S33697,9
684473,S40993,7
922955,S81125,7
698806,S75258,1
131252,S12415,6
213505,S90740,3
665135,S72799,9
606569,S69408,10
426714,S1452,5
658492,S55692,7
380611,S75967,4
449284,S38967,4
518887,S87370,1
425824,S50550,7
513114,S57271,8
644444,S88092,10
143342,S1850,1
970553,S10281,6
122975,S24139,1
987369,S5584,4
853079,S82378,10
202518,S80847,2
606363,S49866,8
742610,S71355,10
385633,S9575,2
879170,S61987,1
896190,S93490,8
982501,S69979,9
786092,S73682,3
832982,S99598,3
183284,S21216,6
841495,S95928,5
26026,S19792,1
51106,S51280,6
671332,S83067,3
926971,S62043,2
891092,S43950,4
338872,S54461,4
73557,S13811,7
173284,S2442,8
169342,S56585,7
328838,S36150,2
87839,S60362,5
639011,S80080,2
577550,S75269,5
112991,S32898,8
759178,S99197,9
795979,S35683,1
157307,S14156,9
802128,S79073,8
949835,S74295,7
49604,S95208,9
405566,S72741,3
895931,S50257,4
795447,S53310,10
353470,S15034,3
439299,S48171,10
687402,S79027,9
807130,S78270,6
199439,S36304,7
673631,S28071,2
763564,S82639,7
669537,S4019,6
87895,S59937,6
14128,S46067,5
611168,S94326,6
756231,S48655,5
693756,S30677,5
93516,S89714,4
780127,S71730,3
483813,S40619,9
318985,S13932,1
243103,S80670,8
939600,S19227,4
302167,S50315,10
249710,S31608,3
288562,S379,7
606403,S68135,8
327523,S29855,2
191230,S67985,5
797966,S58011,6
863621,S91933,7
30897,S52346,6
322811,S22558,9
753002,S97384,9
302179,S46487,6
498544,S19690,3
997078,S1458,9
19476,S18128,6
604821,S54419,6
927080,S46540,4
907346,S71109,2
162135,S8971,8
859251,S95472,7
230237,S70871,8
784749,S50728,5
11009,S13012,1
625203,S72645,6
37047,S62951,2
408944,S69278,1
703401,S35237,4
222883,S52931,8
151395,S57539,10
959575,S93029,9
256128,S79222,5
477551,S13955,7
808195,S84453,5
156581,S2734,7
256876,S47283,9
101936,S45344,5
458494,S45861,9
616999,S94541,9
389558,S9288,9
406869,S57419,7
216264,S70353,8
796555,S26984,5
459121,S84519,5
103085,S53439,1
121184,S82310,7
729323,S16435,3
427027,S48184,2
303223,S73985,2
21173,S88797,4
503506,S67554,9
314353,S45556,2
312072,S6579,1
272196,S12625,6
909384,S25895,1
151707,S94613,7
221175,S81856,1
184864,S40751,10
393724,S3323,10
460709,S5130,7
396116,S86437,9
845120,S79140,6
953259,S11638,7
422176,S28395,8
187424,S46216,5
611541,S42032,8
46977,S69920,9
691749,S52950,7
159733,S77264,6
198456,S49773,1
157860,S55463,10
874027,S10377,10
971716,S85755,2
491961,S58108,8
747770,S30212,2
688846,S97273,4
60062,S91044,8
765531,S18351,7
852931,S10652,3
294080,S60277,7
675160,S11068,8
809530,S39280,1
876113,S63418,10
762975,S54332,2
392496,S66211,5
92190,S85463,2
971884,S24587,10
398130,S22837,3
589626,S55495,2
202288,S48138,9
529781,S92584,4
641012,S20887,8
715625,S31885,8
852011,S48703,1
333603,S31405,2
578911,S58347,2
515414,S85981,5
811658,S48736,9
96873,S42092,8
350048,S44743,5
376450,S23667,6
499507,S45130,10
848669,S64454,5
172762,S6402,2
431308,S64641,5
610068,S69126,2
215836,S98369,7
414495,S21461,9
191125,S2853,10
216784,S84633,6
885887,S4605,9
387508,S5733,3
477668,S74598,4
639616,S29725,6
839335,S86870,7
538193,S87377,5
953820,S813,3
884704,S21733,9
788736,S55743,7
642119,S47458,2
249609,S3291,2
818235,S21853,8
486210,S45649,8
849364,S48234,8
928192,S8504,5
810888,S67838,4
608052,S50851,2
518401,S10877,6
440728,S63132,7
348956,S51596,5
267201,S67576,1
321577,S64110,3
333109,S17865,2
700578,S78633,10
898617,S10353,7
185363,S50386,10
879983,S39881,4
320839,S3083,3
560442,S17552,10
713480,S24670,6
105268,S2768,3
763432,S71058,10
10619,S22952,6
748175,S62127,2
847020,S97208,4
503714,S27235,3
332195,S36779,9
265864,S34213,8
546882,S50210,9
425271,S90437,8
34867,S48670,7
219208,S76045,8
671370,S18494,1
959192,S44302,1
212367,S87350,1
930742,S29653,4
624353,S4568,4
885213,S66437,7
97199,S11053,7
39137,S83514,3
161066,S35946,3
795261,S27180,7
698782,S48882,5
752554,S74137,7
865293,S8954,5
138661,S80185,7
404574,S27750,5
251785,S3080,6
8196,S94482,4
644640,S52339,4
785385,S94475,3
450645,S57358,8
787531,S71067,8
316723,S96915,10
646123,S81781,5
642954,S62749,4
435101,S55975,1
986864,S75682,7
841636,S29561,5
406397,S13022,6
187715,S82963,10
317494,S30344,7
682587,S76690,8
502024,S19437,8
570121,S56047,8
415995,S73058,9
218275,S18146,6
788343,S23153,4
435647,S16027,7
420464,S27058,9
588769,S6745,4
203345,S3846,7
880282,S92189,3
338018,S44510,5
955917,S80000,1
55682,S97444,3
904588,S87558,6
270676,S64630,2
100949,S20022,3
872961,S84926,4
434070,S92053,4
195340,S11350,7
958395,S83500,2
630390,S79625,4
536312,S63403,8
572153,S95082,1
975270,S78492,1
307823,S84083,1
268754,S70213,5
430391,S5971,9
674621,S17165,3
921984,S20877,3
4183,S97709,9
671726,S87133,8
988833,S38243,5
711003,S98935,10
162833,S17005,3
321772,S48541,2
95057,S12492,9
215208,S21215,9
445846,S62814,8
875635,S69683,7
72847,S77023,10
207694,S19920,6
202101,S63852,9
702799,S86590,2
331537,S92139,3
582252,S96126,2
105537,S31802,7
752616,S60235,2
837330,S85971,9
926158,S59159,2
16460,S1436,7
140358,S22187,4
740001,S43168,10
361317,S19541,8
841873,S69977,9
226442,S32193,4
228708,S44122,4
476702,S53287,2
101711,S54314,6
67277,S86978,3
373839,S96962,6
250122,S96712,6
293367,S26101,3
943435,S65784,8
780011,S52184,10
383048,S81098,1
412760,S55108,5
89216,S42046,3
899681,S35923,9
738364,S65414,7
487878,S40820,9
35279,S35173,3
625609,S74443,8
605907,S50496,3
350548,S35320,3
241810,S98411,8
106642,S53501,7
545567,S94941,4
737090,S10974,1
573574,S87895,10
734447,S74009,10
563397,S70568,3
258600,S13257,1
716428,S48665,10
499674,S84083,4
72952,S41265,9
611073,S75542,5
390357,S54304,3
187604,S36085,4
131985,S86641,7
858706,S37730,8
257791,S92861,9
717376,S50083,6
755016,S49360,4
984104,S50751,8
814891,S32202,7
555169,S18113,10
696778,S18009,7
744575,S30516,9
922344,S49833,5
650054,S93672,9
616332,S91809,6
356555,S78626,3
342590,S31072,4
370632,S19723,1
686009,S26748,4
711557,S9616,3
554978,S29650,2
72940,S77783,9
631063,S6202,8
785243,S71178,1
937624,S26815,9
67462,S51331,1
689431,S4722,1
1184,S81464,2
804149,S52115,9
418870,S90593,9
21113,S93320,5
642367,S92705,10
702919,S70716,9
3262,S43748,9
646834,S90145,4
103023,S63521,3
990027,S47891,9
285512,S15965,10
723921,S23306,3
263103,S51364,10
314030,S48156,6
604223,S43544,5
567229,S63411,3
596006,S57104,6
259156,S7650,1
164591,S97892,3
884718,S18310,9
396945,S20742,6
55165,S94887,1
808938,S83962,3
316333,S74957,9
485928,S42204,1
955051,S33636,1
393386,S60447,5
588232,S2090,10
906205,S32412,6
662353,S33559,10
571828,S68394,2
184487,S20080,1
521317,S96109,2
127731,S41486,4
703114,S6252,10
289143,S63242,7
108921,S90957,2
533525,S13011,7
967174,S4643,6
759248,S40676,6
358556,S14706,3
943405,S16248,9
842398,S21100,5
521644,S30446,8
923785,S86319,1
84027,S60672,3
855846,S20871,1
495691,S59237,2
419675,S87443,9
94103,S68407,5
566001,S17214,7
178533,S2682,2
698925,S96778,1
989433,S65060,5
547036,S98092,8
180406,S64316,6
877646,S76393,5
492776,S38702,1
355642,S42382,1
980231,S33603,1
709712,S2705,7
378814,S48982,1
315425,S19524,3
976289,S15469,5
968093,S31738,8
153401,S16036,1
411587,S253,9
257140,S34237,5
841695,S76567,6
379802,S63706,7
740495,S85719,9
501242,S45475,1
317322,S10003,1
375403,S31705,2
129121,S69748,1
80327,S20243,5
304441,S794,8
443780,S5278,7
216442,S1809,10
344834,S77128,6
214204,S85052,10
58591,S91306,7
528770,S1916,3
201518,S27572,10
82132,S67192,4
486752,S51534,8
994643,S85867,7
944951,S9734,10
457132,S12931,4
238880,S67835,3
294369,S97574,6
282105,S45120,1
810228,S30097,2
175347,S19956,7
410028,S60290,2
25654,S2976,6
259275,S93736,1
462512,S86600,9
94679,S68999,7
28241,S44123,4
827577,S47760,9
548083,S31383,4
857157,S28236,7
676510,S57249,8
315374,S88486,2
659612,S91398,1
386569,S86865,8
233356,S27429,3
748510,S6186,4
657375,S34467,4
889355,S22339,3
949303,S87908,1
549381,S24390,6
729279,S33609,1
918708,S22394,3
658181,S929,3
767379,S20813,8
474390,S17744,7
721938,S3288,4
873936,S14167,1
53035,S90896,3
16891,S27048,7
469774,S28694,5
149795,S30269,9
936315,S54252,4
218054,S15297,1
201289,S52817,10
795140,S1595,4
687599,S34355,8
361263,S3240,3
397128,S52005,7
399329,S93983,3
280537,S60437,6
101828,S6085,1
279107,S53974,6
893805,S47709,6
500218,S90416,7
279842,S85254,6
438005,S50826,8
724982,S20337,8
716312,S5789,10
515912,S26456,7
314207,S19845,3
547051,S5952,1
796020,S59453,4
808442,S16068,3
939085,S2343,9
606811,S40347,7
905906,S33177,9
662815,S23630,9
543285,S55752,4
551297,S22561,7
649483,S47097,10
723819,S73220,3
326538,S71945,9
608705,S33988,9
698413,S75553,1
656341,S94466,3
117612,S1319,3
762083,S35836,8
223063,S76781,6
565353,S91809,6
528168,S98184,1
673962,S85541,6
300592,S51930,8
482669,S49966,5
66788,S84341,8
94489,S25577,9
569178,S30219,6
317656,S59110,7
52908,S21659,3
297547,S73515,2
336861,S32919,5
412503,S61568,3
910529,S49150,7
161513,S63154,5
422151,S73347,6
760172,S96128,3
454607,S96720,4
235375,S62718,8
467079,S71214,9
642184,S94807,8
172175,S42005,5
797924,S55146,3
226800,S71659,1
670792,S46540,1
182022,S69366,2
134607,S82374,6
980512,S57736,6
468058,S49398,2
643049,S21920,1
402002,S73665,5
622970,S68893,1
680213,S33035,5
413740,S60865,4
812881,S67871,2
204888,S65309,6
986282,S2614,5
492882,S3080,9
842013,S805,2
233292,S59262,6
874265,S83149,4
925612,S84043,7
318800,S74984,10
557631,S18594,7
650028,S58345,8
300048,S61811,5
224662,S77683,1
873594,S11085,7
141458,S83873,1
41406,S31136,9
909122,S63493,9
18873,S26705,2
858223,S93102,3
177045,S47370,9
635048,S96590,7
211130,S68855,6
906652,S88632,2
619625,S33367,1
914797,S77064,2
486191,S72863,6
912256,S12326,2
346872,S76568,4
248231,S51409,4
493266,S13488,9
457263,S47558,8
899669,S90469,7
480840,S3512,4
109583,S57809,7
548112,S54053,3
531506,S70720,7
659620,S29860,2
176456,S5362,2
141962,S53365,7
552363,S67194,4
279620,S1104,6
853874,S64554,2
358681,S94902,9
766140,S26230,2
785077,S62515,8
912793,S7856,3
166718,S67319,4
578436,S60609,1
570205,S94831,7
110091,S90465,7
661523,S66784,5
490508,S33075,9
19109,S24215,9
958870,S53427,7
975793,S36859,8
426124,S54506,2
622077,S56746,2
653117,S53571,5
952177,S77408,9
610744,S49935,9
398249,S54267,6
357367,S27593,2
487079,S88653,7
40400,S74712,8
512234,S53895,2
337685,S15556,4
866076,S96443,1
138412,S91948,8
168130,S20699,10
68824,S49620,6
306352,S98730,9
333808,S19434,6
825032,S61434,7
446452,S95169,1
394630,S48413,4
16629,S49546,3
562241,S29145,10
180326,S82662,4
56897,S89427,10
120248,S10027,4
608867,S27260,1
914212,S55313,5
291894,S79810,3
645064,S56733,8
675103,S33332,6
634739,S82035,6
907840,S8582,2
730123,S62810,5
332165,S51748,1
593114,S67552,6
300307,S57805,6
59432,S90750,1
425258,S6880,6
622622,S84480,9
858618,S20564,1
215922,S41778,7
525357,S97907,1
543357,S54144,1
45308,S90524,10
141655,S73864,1
686206,S46154,10
194849,S97390,4
457254,S25749,1
420095,S35666,9
429307,S37582,4
827609,S41981,4
658361,S53892,8
264064,S86392,4
316045,S20997,3
773669,S20102,4
650351,S52541,8
779623,S50152,2
802699,S39245,9
657396,S53050,10
39869,S16082,3
722718,S33554,1
298245,S94084,4
439039,S20359,5
384074,S16101,4
101601,S35906,10
701310,S10081,1
513040,S32128,1
106119,S70505,8
20624,S5742,4
146739,S83069,9
963227,S93926,8
408284,S42161,2
827270,S90119,10
777667,S13143,2
944866,S94449,2
842055,S40487,5
109929,S34157,5
562871,S35491,2
21154,S42288,10
361957,S47772,2
22136,S91302,1
486429,S34539,8
199143,S30420,4
510263,S60194,7
852157,S71949,5
926590,S39079,6
460875,S87980,6
253319,S19293,10
1606,S18812,1
191639,S14616,1
370915,S67630,1
768926,S43263,9
234990,S63100,8
680513,S11242,2
294176,S15057,4
921389,S18339,8
493139,S83231,9
110672,S94140,1
214102,S59439,6
567358,S42702,2
401305,S28225,7
233778,S21711,10
34913,S27936,3
491659,S15412,1
120012,S19462,7
978177,S10132,1
76187,S58061,9
67904,S14746,7
920684,S59784,3
822952,S19067,10
475924,S86179,9
499187,S86039,5
929962,S48239,5
604269,S29734,1
577148,S65986,5
519223,S41071,10
243529,S70117,6
296891,S97,5
737813,S50482,2
58554,S72547,3
202650,S7277,9
950925,S36803,7
421684,S4615,5
834308,S88617,6
951333,S22339,6
958425,S91697,2
700592,S49871,6
168675,S98676,7
259397,S53849,6
513698,S41332,9
564829,S57282,2
623770,S23720,2
639763,S99495,1
633229,S95804,8
239112,S4487,10
885097,S45621,6
71246,S43481,6
312152,S84108,3
409215,S22438,5
160146,S61148,10
587975,S87390,2
716205,S56743,2
964389,S78017,3
829153,S89861,7
591655,S5430,9
512008,S20341,3
532951,S59755,3
977360,S55714,6
192553,S85096,6
746014,S20238,10
484312,S29893,6
448529,S65986,2
500257,S35802,4
901128,S84124,3
842093,S60186,7
375456,S4978,8
641609,S61049,3
496636,S89412,5
848582,S39560,4
652699,S41625,1
425630,S57791,10
221950,S97398,2
648047,S30655,9
536341,S29017,9
623462,S74435,2
428290,S58312,8
958508,S30891,4
764122,S3061,5
597392,S75734,8
971556,S43822,1
366620,S56439,10
63576,S39928,3
275085,S23915,6
680546,S85550,6
330157,S4954,8
573115,S52468,3
255844,S76301,10
461868,S38749,9
640333,S2042,10
439226,S13007,3
651140,S14508,1
738512,S61387,5
426136,S98690,3
390476,S36744,6
980852,S16993,5
431405,S86359,3
107370,S92742,1
699,S59348,10
848172,S39379,10
455160,S31675,5
115502,S63199,5
773695,S49449,4
740377,S44831,5
516269,S17258,10
745526,S91852,7
787658,S80442,5
109332,S69117,6
135012,S43179,10
59249,S15577,9
656153,S84343,5
708414,S30443,1
220971,S85261,1
626085,S45465,7
672597,S39074,2
903543,S3729,5
897665,S21902,7
956301,S60607,2
983574,S92928,9
649359,S90873,8
942481,S65405,9
742252,S57458,8
992778,S16156,9
34488,S81749,1
919767,S28508,4
211982,S34134,3
54189,S23481,2
979885,S86944,1
298402,S8635,5
245202,S17099,10
741600,S62381,7
44787,S3028,6
171198,S318,3
598720,S98248,6
511596,S24421,6
156933,S86396,10
215518,S7455,2
448831,S58738,7
786720,S82500,10
564930,S70923,2
293453,S8618,5
243134,S15676,7
939667,S1946,7
240272,S8751,6
286291,S2188,8
539537,S39787,3
814067,S33324,8
553323,S61007,9
796343,S38279,2
616403,S78998,10
665510,S69559,6
655178,S22725,5
871028,S35827,9
706820,S7837,8
509674,S38062,1
638848,S58881,2
985491,S94099,8
642283,S1218,3
219615,S63022,8
477090,S1427,1
658219,S57934,1
153341,S7095,10
565132,S54253,1
986610,S3389,9
680241,S69658,5
488360,S5207,8
208748,S42335,6
305595,S14806,7
33592,S81270,1
107736,S57807,8
684358,S33206,8
949612,S97099,9
173864,S86452,3
870964,S42122,3
346529,S31552,9
119512,S6841,3
368634,S45546,5
279744,S45582,3
136470,S11554,10
959190,S42017,8
335106,S66283,4
324371,S82606,1
982231,S67866,7
252054,S35541,10
84791,S14282,4
540081,S68197,9
434560,S63732,10
255855,S37083,2
498609,S49143,5
239800,S4217,7
707097,S19467,8
447448,S73561,4
29308,S49852,2
306571,S85046,9
160529,S4314,1
610698,S13344,9
682083,S55030,4
594697,S26361,8
112571,S13103,5
439025,S98155,5
274034,S80230,4
180707,S57398,3
603589,S40352,3
151689,S20299,6
687669,S2600,9
543175,S43616,1
577632,S18212,1
463132,S75556,3
738288,S70961,9
865311,S28835,4
770861,S31900,8
936749,S92285,2
754432,S10173,3
768236,S13274,3
577137,S32479,9
332904,S61768,10
855716,S35370,3
230829,S77808,1
444983,S84087,7
629169,S76123,5
149115,S55273,10
392696,S30645,9
916716,S65815,3
763275,S96400,2
3445,S74237,4
498700,S95699,5
651878,S14482,9
623085,S21177,9
95026,S91988,8
201540,S86821,1
97055,S96314,2
936324,S78586,8
74607,S51510,8
457818,S96217,1
809754,S50346,3
786529,S17144,8
183868,S81328,7
665023,S32211,5
340120,S65852,8
2019,S1031,9
14527,S58297,6
726815,S53784,5
470456,S12519,9
782971,S16552,6
227571,S13996,8
810096,S851,4
838265,S34889,2
865229,S59118,4
744104,S34533,9
929688,S79801,6
809675,S88305,1
289295,S8452,1
202419,S46320,10
65491,S24224,6
719697,S36040,5
145899,S35143,3
527117,S59122,9
316407,S18311,1
530629,S19049,5
984872,S61467,9
839882,S67207,4
238645,S19417,1
935703,S33456,3
584231,S55318,4
201704,S71677,2
199351,S2177,3
868979,S35392,7
788133,S4764,7
432463,S73609,4
626879,S43850,8
819146,S68749,3
480892,S21250,5
947481,S40313,6
54340,S66982,2
415989,S95867,5
392692,S44787,9
650324,S45795,3
989625,S60504,6
852619,S81950,10
733055,S1688,9
608433,S87520,4
544264,S95760,4
488807,S86431,7
346308,S88311,7
578210,S98784,2
142846,S83026,1
1670,S33302,9
272309,S87386,9
78063,S76762,7
996410,S58744,1
135937,S93200,1
941343,S96780,6
531600,S31860,4
657475,S31970,6
965375,S19699,1
611629,S68666,2
322101,S85883,3
671387,S91928,3
582866,S53280,10
659488,S70073,8
726716,S81643,8
777829,S41683,6
491935,S69244,6
375770,S86626,9
940165,S30018,1
479857,S97740,10
235381,S26435,7
227486,S1311,10
530731,S6462,6
937346,S58675,1
418426,S59359,8
368164,S3529,1
519624,S1475,1
979229,S52125,5
281161,S39162,10
691028,S70047,3
83929,S42722,2
87202,S52693,1
210584,S81132,8
823190,S98563,9
210206,S76559,1
765828,S34316,10
509883,S90547,1
159890,S74186,3
296142,S42914,7
777677,S6958,6
528469,S43154,8
183528,S79113,1
554760,S58867,9
698952,S72580,8
835149,S99422,10
851467,S81995,1
27377,S25858,10
482277,S12064,10
509279,S79872,3
869568,S16532,1
183259,S32325,5
742338,S42346,1
159032,S19205,3
236355,S37655,10
253401,S74197,3
279268,S40453,9
95505,S89914,1
389312,S89793,1
985779,S78547,5
397051,S9367,7
624757,S64947,9
714523,S69714,6
679322,S78095,5
912898,S6755,7
625627,S73676,7
104772,S40552,4
495574,S46821,7
491622,S20344,8
639365,S48998,3
89107,S54581,7
462679,S17668,8
882619,S52886,8
160759,S38424,8
990666,S74365,8
640334,S59189,6
551805,S29353,6
441356,S17169,6
365345,S64981,10
787030,S28721,6
46289,S71162,4
844504,S16382,6
992221,S81126,3
899360,S28173,4
26311,S53840,7
319662,S59015,7
597082,S88237,5
571922,S46033,5
483735,S65147,8
675807,S67454,8
371558,S31576,7
836566,S84580,3
933978,S71947,8
661976,S32889,8
980043,S6435,5
217581,S12412,2
703853,S64553,8
779579,S95100,3
508963,S54208,2
454598,S35706,6
845508,S8506,8
969779,S92609,4
350783,S85908,10
254381,S41886,1
587388,S37495,1
446876,S69833,6
742473,S97655,9
854506,S12402,9
490824,S54671,9
624250,S81480,4
618566,S78269,7
648334,S92720,4
897710,S37012,9
591039,S33784,2
477738,S63036,7
896238,S80604,4
811650,S34130,6
426848,S20973,1
342055,S72515,10
767350,S57209,2
680900,S33137,4
620616,S37927,7
62451,S54337,2
856376,S48988,1
9436,S79739,8
442030,S83172,6
448010,S28641,9
721667,S52188,9
349737,S58656,9
471872,S51340,9
6553,S80089,7
863121,S63021,3
625903,S50008,7
322823,S28836,1
109322,S33921,4
527253,S43259,3
297596,S5413,8
854160,S3894,9
108622,S49825,3
33385,S66391,8
847367,S60717,9
41249,S55388,9
427735,S27749,7
24030,S40227,10
80217,S3440,6
122119,S82044,4
221507,S43473,3
221672,S78346,8
567929,S31331,9
102022,S80974,10
658756,S54108,2
377147,S40232,2
133155,S46067,10
750197,S78950,8
179849,S29918,4
103938,S65897,8
355134,S4240,3
412432,S12307,6
428703,S29791,3
906163,S45962,3
707629,S80539,3
667404,S41252,6
485072,S93801,8
976813,S2859,3
128373,S98363,1
587114,S48048,1
710237,S15217,10
513511,S14318,5
50839,S82706,4
914525,S19836,5
204180,S53529,3
594096,S65398,4
643048,S54294,9
409215,S2322,8
567016,S93820,10
656053,S85793,1
740388,S49487,9
932359,S88491,7
784123,S33040,4
137950,S20739,3
385572,S64675,8
383884,S76080,9
568630,S90316,3
457943,S9239,5
481706,S80262,3
461281,S36159,7
79991,S85002,4
541263,S71486,5
162659,S10495,9
91263,S44792,8
902100,S35757,6
519168,S81292,3
806225,S92220,2
206143,S135,8
585309,S45049,1
738861,S46787,10
837640,S45325,6
199574,S47829,7
362851,S46975,6
454563,S68269,8
285164,S99244,3
506657,S20436,5
178155,S15944,6
475145,S54364,10
977794,S39490,2
866505,S73975,8
485439,S6654,1
214109,S91724,1
44272,S25121,10
754017,S28366,1
40169,S69296,10
477418,S23401,8
121762,S39616,1
560279,S51206,8
347389,S66453,1
190871,S73433,4
22363,S23640,4
519261,S2260,3
153483,S14842,4
696157,S11258,6
933781,S41236,1
78127,S91864,3
79933,S283,1
898768,S80575,6
904542,S14554,5
976117,S1098,4
666728,S30211,8
278623,S44711,5
65449,S96681,6
334475,S59380,4
736859,S76818,2
585433,S26062,10
427960,S59951,2
917342,S61566,10
893686,S60811,4
761735,S69373,2
862147,S11262,5
713405,S57593,10
839858,S75828,1
451990,S73898,4
619903,S98675,9
236492,S55618,3
577589,S29975,6
430469,S55639,6
304002,S29813,3
629027,S256,3
6834,S32637,7
759791,S40338,9
825994,S33600,4
517802,S90073,2
725779,S97842,4
459435,S54278,9
471875,S3419,5
678886,S58743,5
312892,S32403,1
207182,S51726,7
677477,S37474,3
757,S53682,9
479942,S99742,4
73351,S6694,1
910460,S9902,10
877124,S17916,8
333214,S78350,5
573534,S23711,5
250244,S39499,4
929121,S25118,7
597382,S7077,1
503784,S14918,1
597372,S38094,6
424324,S50248,3
322075,S77772,10
875880,S66582,2
493835,S30643,1
606802,S81317,6
317011,S78769,5
295701,S20394,4
335258,S17804,9
622022,S72915,2
239751,S49598,3
278209,S5659,9
159065,S90353,6
135535,S22733,3
539772,S65972,10
920726,S93008,10
925437,S9258,8
732130,S82558,9
461200,S52492,10
726363,S59609,6
514024,S49088,10
380266,S95870,1
628325,S21970,9
49200,S96369,2
749366,S56789,2
404914,S46342,3
286825,S1315,5
345477,S82983,4
156981,S44823,2
926653,S59899,7
426550,S71776,1
104991,S40846,3
7156,S22215,3
90889,S48131,3
398249,S59354,9
679470,S99153,7
220042,S23152,6
974119,S61981,4
296857,S37356,5
514972,S32848,4
539793,S8323,10
179461,S5141,2
129891,S21997,1
925453,S20286,8
874957,S7192,3
592819,S89972,2
846570,S98861,3
427457,S8116,1
387720,S70152,4
176983,S96470,8
665362,S11963,10
779151,S86411,6
541393,S88263,8
403337,S86457,10
517834,S73038,9
212625,S70259,4
313557,S91373,10
662992,S49159,3
268997,S75274,5
838776,S47425,1
950186,S78880,10
588115,S34790,10
717241,S18500,8
840665,S46245,7
391524,S61498,2
915770,S90411,10
177142,S13411,9
516715,S7649,4
748679,S95964,2
638880,S19348,3
358608,S22571,3
615725,S49649,5
912305,S43815,6
736119,S47013,2
310230,S41628,3
452156,S62075,10
333853,S31844,5
661479,S91213,6
20296,S30531,8
241595,S74470,7
73627,S5624,10
774675,S40373,3
426470,S89834,9
355203,S20148,4
470391,S43593,5
376030,S79232,5
80864,S36186,6
154190,S57715,3
689853,S58322,4
233860,S87290,10
918159,S59814,4
971326,S11612,6
423950,S14149,3
433374,S24571,9
500258,S61030,9
716986,S59828,3
717185,S79109,1
462812,S90448,2
807741,S87189,6
195482,S89243,3
585833,S88677,5
558384,S89355,8
695883,S52878,10
204609,S6385,5
736099,S21775,6
295537,S31360,1
457981,S5948,5
49777,S42761,7
785034,S91610,1
267966,S97778,10
705632,S53057,7
404051,S49945,1
766773,S8172,1
898462,S80465,4
734362,S46426,4
210284,S72259,9
829247,S35481,2
741472,S38333,2
158857,S29726,6
417437,S33052,7
832948,S52563,3
992582,S61365,4
102515,S86177,9
690397,S29007,7
107373,S75075,6
657398,S80182,7
963933,S82294,10
215413,S45325,7
240115,S34781,9
978640,S48302,7
472238,S37833,2
651958,S37201,6
211219,S16564,6
361674,S36485,3
446021,S70195,10
659015,S70887,6
970536,S87803,1
729691,S79985,2
