User id,Interest,Interest level
775740,I2389,3
818400,I2168,5
74544,I1236,2
255819,I7180,5
87080,I7080,1
821712,I1616,9
345202,I1795,5
2993,I6842,8
1784,I3717,10
388165,I5796,4
515802,I9566,7
827465,I6744,9
589000,I2802,7
323157,I2928,9
119644,I7331,7
242207,I5331,7
149983,I8368,1
980552,I5201,9
64295,I5776,5
822102,I1594,4
383237,I2100,7
990402,I2213,3
808493,I2932,10
479257,I344,4
39305,I6017,2
561623,I3404,3
664471,I914,6
750387,I1774,2
637818,I7566,8
814330,I4809,6
258910,I1189,2
777469,I5295,5
457207,I7020,6
907171,I8682,1
188826,I8033,4
551626,I1676,5
102476,I6611,6
951822,I5114,4
102306,I6832,2
804676,I5725,3
765426,I974,3
230013,I5865,8
813053,I7021,7
539637,I6032,7
809310,I961,9
261317,I5931,2
656936,I2577,4
497214,I3735,1
342095,I6116,9
822333,I320,4
515661,I7989,10
302695,I4663,4
785143,I3424,5
724670,I5038,10
550425,I5688,7
375952,I1820,2
591731,I4594,10
975272,I686,2
933177,I8453,5
942828,I7526,1
664537,I8689,2
344392,I5348,2
700783,I2730,5
194431,I4535,1
790529,I5588,4
986853,I8576,1
279021,I6452,8
179136,I5654,10
939001,I1084,2
651596,I6967,3
801002,I3930,7
718825,I6611,9
957413,I9236,1
492797,I6711,3
421024,I5762,6
298631,I9791,1
345343,I4515,1
293492,I3261,5
445485,I8658,5
453271,I2437,1
568580,I5001,6
154600,I5390,9
375900,I9181,4
4362,I1904,1
326939,I5522,9
698811,I165,4
597163,I5543,5
489356,I4389,9
467682,I8940,1
84897,I7621,7
287332,I5612,7
817846,I1646,7
441508,I9,2
753890,I3687,1
591308,I199,6
863803,I2605,9
172516,I6698,6
975758,I5714,6
136551,I9604,4
525146,I5235,9
526483,I4562,5
906965,I1763,4
617606,I2532,2
189874,I5846,10
580716,I8472,9
714157,I8241,6
200624,I4910,3
916843,I6807,2
683749,I5973,5
365527,I3799,5
588106,I9044,10
49543,I1116,3
963990,I6806,5
773518,I581,5
750770,I669,7
280841,I3381,4
110017,I7130,5
171806,I9491,6
255648,I6676,3
519977,I2784,6
315180,I1645,4
242239,I4554,7
807247,I463,1
290888,I5085,5
299956,I7691,7
597087,I3405,4
337712,I7555,5
542476,I3974,5
437866,I6140,3
632673,I3514,10
687805,I9623,5
783239,I432,2
379394,I7277,9
524187,I4034,10
104622,I1594,8
506428,I322,8
541778,I1626,4
70867,I9856,1
176941,I9165,5
425968,I7198,4
809377,I3481,8
153222,I2669,1
150165,I3796,7
611140,I581,9
874923,I654,6
784245,I2364,4
2637,I3046,9
87529,I4799,7
607181,I2940,8
927914,I9706,10
406059,I9743,8
486626,I508,6
187372,I7088,9
113084,I5981,1
117307,I9483,5
858209,I9649,6
350653,I3978,8
493576,I4823,3
458505,I9718,2
652323,I2709,1
965091,I624,4
789500,I141,2
75824,I5984,10
373048,I3403,9
420421,I7257,5
370675,I9955,7
713157,I6129,8
909454,I1343,8
179029,I6660,1
489724,I8868,3
747337,I6659,3
598505,I3005,4
392830,I9180,1
117967,I8586,4
990489,I6329,5
612385,I6764,5
276081,I598,8
586332,I1581,9
839732,I8143,4
937855,I8074,4
961771,I1467,6
236875,I9467,7
869240,I5853,2
828957,I5915,5
560483,I9725,2
740061,I8215,6
103051,I1107,2
328731,I5639,5
733519,I8963,10
36119,I2723,6
33114,I966,4
434667,I1745,7
2625,I9695,7
137322,I857,6
161402,I4235,6
233878,I6159,2
727121,I8670,3
443133,I3470,3
550461,I8512,4
688183,I4295,6
197954,I548,1
975163,I9855,3
650571,I3302,8
12766,I9965,8
751239,I6258,2
243590,I8231,2
539677,I6922,5
297540,I2639,7
451972,I7912,1
415511,I2656,7
651552,I9910,10
164950,I9014,1
190651,I6096,10
127181,I2046,3
835347,I7024,10
989454,I3314,9
243438,I1404,1
769453,I1762,2
142716,I3977,3
196067,I3321,7
740281,I2925,1
548329,I9872,1
826366,I6414,3
483603,I4915,1
47645,I2350,7
173244,I7030,9
505664,I6726,5
713414,I376,9
356728,I9523,9
921147,I2525,7
658044,I6940,9
698557,I6366,4
81013,I6463,1
132633,I1964,1
359718,I3509,3
11471,I8100,5
4112,I4200,4
331917,I8076,3
232702,I1877,9
969515,I8133,4
345427,I3250,4
456627,I6414,10
70907,I9703,9
392969,I9912,7
434761,I5315,9
336972,I9762,9
844889,I1294,1
616661,I8440,5
417040,I6338,6
801056,I7864,2
981420,I9763,6
249307,I5447,5
725452,I3967,5
217323,I7572,5
97523,I7304,3
982897,I3037,4
246478,I4451,10
251733,I215,5
877459,I2670,2
502107,I4637,4
350120,I8469,2
804075,I8724,8
737832,I9719,10
811275,I8826,7
295431,I7871,1
993334,I2041,4
57331,I6429,10
268353,I8542,2
792669,I4222,6
7304,I9489,4
173012,I7188,5
591918,I384,10
618745,I3603,8
480737,I9394,3
709357,I7209,10
736216,I3799,4
173778,I397,10
954187,I6421,2
612998,I872,4
347658,I5484,10
943262,I6978,5
998864,I6327,3
55185,I1177,5
916009,I8192,4
274415,I6468,2
232066,I8816,8
588167,I2867,1
439561,I7904,1
655807,I503,2
652009,I4635,4
425898,I8213,4
990302,I7326,5
978348,I774,5
277218,I6715,10
164369,I1037,1
154058,I4058,2
722967,I4605,7
600896,I8061,2
255363,I4857,3
192744,I898,10
149755,I6152,5
873054,I9871,10
698105,I9983,3
510726,I2700,1
205576,I9308,1
432271,I9678,4
59450,I7447,6
529449,I4255,6
659979,I1016,7
856466,I701,7
63269,I3796,2
114302,I6716,7
461637,I5592,6
700454,I4743,6
246878,I9170,3
868268,I949,2
208800,I7021,8
902438,I3491,10
804660,I9495,9
711076,I2239,9
711126,I1531,9
407083,I5902,7
440575,I5832,10
965772,I6121,2
833529,I8187,1
227793,I5775,4
786056,I7029,8
734490,I1178,1
437431,I8132,10
679284,I3904,1
173944,I8077,5
224287,I8605,7
254114,I7902,1
891737,I2612,4
578156,I5181,1
674885,I3359,8
208914,I6054,5
685597,I1057,1
593485,I3719,5
810412,I2778,3
30972,I5104,8
858649,I7482,3
983814,I692,5
822006,I3529,7
945354,I9122,10
491173,I9263,5
13015,I234,6
84980,I3464,4
496309,I8111,7
573415,I2088,2
147974,I6892,7
487118,I7290,1
577561,I4573,10
208442,I9793,6
673088,I3470,9
850583,I2918,1
630251,I7098,4
466711,I3964,4
635509,I1680,8
325147,I499,8
254179,I2621,4
368172,I9003,1
163447,I3900,6
431518,I3541,6
993558,I8746,5
759134,I7,8
713224,I3172,9
556147,I6341,6
110803,I2489,6
849518,I3305,1
508601,I1312,2
703301,I506,1
930613,I3489,1
304284,I9757,3
982529,I7112,4
896513,I6384,8
454404,I8379,5
932597,I8378,1
25995,I6910,3
915963,I433,3
305527,I6217,7
852788,I9854,3
654444,I475,8
600295,I207,3
59224,I107,9
308322,I4792,8
607499,I1575,5
378914,I3308,9
652962,I189,6
195516,I1892,2
180759,I9708,10
171759,I7594,8
754811,I938,9
468356,I4574,8
562006,I3883,1
432076,I6939,1
457732,I5634,4
52931,I9038,3
265059,I8634,6
350886,I2963,9
961370,I8387,3
188257,I4076,3
307969,I8980,1
22735,I1335,4
329141,I4994,1
904185,I9690,7
395888,I1488,3
644584,I1873,9
715407,I5627,9
36633,I4952,2
44382,I8823,10
485912,I5571,10
269487,I6975,3
606367,I3256,2
805636,I9380,5
24024,I9594,10
649360,I5541,2
308933,I1137,2
724499,I6985,7
925148,I3733,4
562296,I1194,4
221704,I6182,10
871881,I3366,6
546536,I9607,3
512141,I7251,5
997018,I8023,4
885491,I5740,7
456730,I8580,5
570259,I133,5
356508,I4655,6
607060,I5777,10
618525,I729,2
598393,I229,7
524198,I6831,6
534337,I7648,1
784519,I221,3
709000,I2814,5
826236,I2622,1
184622,I8383,8
846470,I1403,2
607661,I5929,7
210733,I3130,2
375131,I8171,8
676107,I3412,6
180628,I2555,10
983460,I5686,6
37412,I7593,10
29435,I2764,4
784029,I6183,8
504045,I6311,4
70818,I3277,4
169590,I5302,5
89917,I3269,3
52161,I4909,9
855806,I8750,1
734174,I5486,7
271897,I4194,6
32305,I7093,8
214870,I1613,10
793742,I7352,7
754940,I6633,9
394175,I6827,7
551056,I6855,10
249775,I6083,9
311445,I6540,7
224585,I6833,4
185604,I4776,1
875278,I4754,6
468663,I8436,7
818384,I5536,3
6710,I1051,5
819978,I8846,6
731667,I3450,10
493729,I9909,10
326406,I8728,2
419248,I3551,8
285600,I131,4
752074,I2531,2
675648,I9477,4
803656,I7856,1
986576,I8161,5
955764,I1586,1
217628,I8588,7
721624,I4278,9
999295,I1679,3
639766,I3289,8
680268,I5862,6
610682,I5671,3
323644,I4754,4
798536,I4579,7
633527,I5779,3
931308,I710,4
788299,I2996,1
572658,I1732,8
933250,I1928,4
414758,I34,5
437968,I9401,1
981700,I1283,2
50574,I953,2
64538,I5538,8
371036,I2540,2
173037,I9754,6
979729,I1200,9
647674,I5376,8
518423,I6721,10
554856,I8510,3
68152,I6908,9
821557,I763,6
797097,I3604,6
933816,I6734,8
696034,I1860,9
244482,I9833,1
324648,I4226,2
504412,I6297,5
242728,I6268,8
294894,I6558,10
180707,I1366,6
273486,I1128,7
773550,I2057,7
445106,I9017,9
966104,I3571,5
890203,I7086,10
950732,I3346,1
947957,I2963,2
810039,I336,6
652312,I7480,3
627429,I6432,6
713621,I2755,2
218880,I477,2
403063,I6470,2
16617,I586,9
548371,I6959,1
893520,I6511,7
785703,I3708,3
136537,I7717,2
519812,I9137,5
699830,I9094,3
156581,I6715,9
560770,I3575,4
770587,I5024,5
909648,I3106,4
59613,I7947,4
914281,I7429,7
139732,I5553,6
308470,I1341,7
858438,I257,1
879277,I5725,8
820521,I8223,3
981520,I4408,5
838841,I8835,4
319276,I2251,7
811063,I2007,7
225609,I1837,1
434345,I6510,2
448150,I167,6
556880,I6297,7
477621,I3130,9
538740,I513,2
754413,I5698,7
769985,I9126,4
182695,I1830,6
530538,I1032,7
54501,I8173,3
499315,I3041,8
2307,I5286,5
671069,I6449,6
633740,I5232,3
299000,I4840,5
276190,I3091,8
982121,I5041,1
465315,I1435,6
626516,I3181,7
345224,I7875,2
250020,I7667,7
221700,I7539,3
673205,I131,3
37284,I4838,5
52789,I8640,6
128872,I2088,7
273075,I4358,5
409454,I7352,5
615884,I3812,2
437197,I8959,9
373506,I9695,1
1796,I9605,7
359889,I8018,9
352157,I9870,10
834774,I5735,1
6801,I1761,3
997807,I5148,1
380587,I3113,9
889127,I7233,1
451230,I1451,9
793183,I4984,2
319215,I3292,8
500123,I7258,10
474705,I1538,5
417460,I8270,7
498911,I8358,10
43506,I7951,8
193473,I5160,6
88463,I9997,7
512167,I2377,1
231378,I4308,6
825637,I2730,6
866051,I4524,10
157216,I5773,4
540887,I2705,10
956305,I6143,9
246616,I8412,1
337963,I9956,7
651938,I983,10
401225,I8715,2
758327,I9014,8
85126,I1055,2
351662,I3450,2
258581,I127,7
210004,I1378,10
732612,I8198,4
256373,I4669,1
746674,I8093,6
407608,I2649,5
58825,I970,3
542521,I5926,1
205926,I7875,6
251312,I5019,3
303495,I4249,7
329526,I2547,7
701435,I3896,4
264103,I8282,9
468960,I60,4
15024,I905,5
688823,I5540,5
10968,I291,1
276679,I3436,9
539195,I1808,3
92915,I4486,5
22559,I6199,3
245877,I2987,8
741469,I5608,9
298834,I592,1
529681,I3950,7
503664,I528,5
831126,I4651,10
998987,I8162,5
813281,I7690,1
508691,I4006,2
780740,I8179,6
354351,I6952,3
310244,I3257,9
401631,I2927,1
603598,I2993,7
835601,I8695,8
184429,I9427,10
787742,I3435,9
818946,I9907,4
577157,I5768,2
308298,I7144,8
274022,I9131,8
803640,I196,2
29294,I2009,2
738484,I1920,10
381396,I2010,6
223084,I9012,4
636275,I8297,1
716121,I7830,1
248609,I9591,8
153667,I1521,1
471271,I249,5
922373,I8704,2
672423,I9760,8
202966,I443,5
10020,I6847,7
493047,I4735,4
373138,I2863,3
249416,I3348,9
91759,I8931,2
292046,I9089,5
228492,I6155,6
27184,I5852,2
159262,I9423,7
7558,I1874,5
231859,I9735,4
106790,I4593,4
27077,I3967,1
119443,I4106,3
394107,I6873,3
585828,I6285,9
188998,I839,4
560826,I1713,4
177527,I1479,9
586454,I9770,8
305295,I6516,8
5969,I6212,4
55820,I8254,6
845471,I9598,4
233559,I3302,2
360627,I9367,1
133675,I8585,9
376425,I2397,8
916425,I1625,5
445065,I1897,5
311792,I3677,2
686178,I5198,5
903120,I5833,7
546899,I2884,2
249143,I4246,9
172055,I590,5
510355,I3524,4
125472,I5186,7
299295,I3787,10
130051,I2642,9
659268,I5427,1
888587,I9436,10
516315,I6051,6
247374,I1449,7
310060,I3310,10
430540,I374,8
178022,I9314,4
147276,I8841,2
486897,I1411,9
788489,I122,7
418434,I4883,10
260482,I2221,5
810137,I4047,5
240101,I5471,1
842336,I456,1
795632,I9590,8
796550,I344,10
414325,I8819,10
692254,I3184,5
987121,I4169,5
85023,I7957,4
332732,I8720,2
767822,I7543,5
811727,I3490,5
91542,I1619,9
528936,I4486,10
928482,I1592,7
321160,I4677,6
543057,I6193,9
174159,I9396,2
512868,I3109,1
824375,I6563,3
547261,I3411,4
378651,I1690,2
240914,I671,3
186361,I8074,10
267759,I2153,8
829961,I9105,2
927190,I455,5
296737,I4209,3
889760,I7316,8
952619,I6287,1
28850,I3401,4
668963,I7286,8
51622,I4534,3
706322,I1018,6
437393,I4709,6
674923,I7393,8
967244,I2206,10
837948,I6593,7
848853,I3747,5
325378,I9666,4
854977,I9591,1
897552,I7611,5
765625,I6666,1
738773,I1689,6
321455,I7855,8
563637,I1646,8
122304,I2434,9
384350,I4390,10
330517,I9448,10
940924,I815,6
849262,I2430,3
646530,I416,6
506557,I7543,3
637732,I104,7
666309,I7430,2
917538,I786,1
441794,I1138,10
180507,I3892,3
892659,I9429,9
227696,I5044,9
937008,I320,8
634979,I7843,9
248942,I5912,4
479557,I2351,1
198412,I199,8
231672,I3919,1
118345,I4133,5
336068,I5595,1
72008,I502,4
990881,I4153,2
592801,I2126,4
466507,I2581,5
770494,I22,10
189185,I539,7
988291,I5469,5
444436,I5020,1
213696,I6297,10
394212,I8520,2
982666,I7737,8
543001,I9840,6
551334,I6132,6
221510,I9868,4
669839,I8211,4
493619,I8829,2
584788,I45,1
308304,I2402,2
446766,I6680,3
982610,I2535,1
987948,I6540,7
916888,I6959,10
326436,I6404,7
118424,I937,1
729422,I2476,9
7587,I4481,2
793089,I1837,8
738848,I6405,5
855541,I2457,6
164474,I1350,6
591831,I1572,7
244732,I9817,8
341975,I6320,2
57297,I617,7
943171,I6625,7
122076,I9826,9
862166,I1865,7
456076,I4334,10
231655,I9573,10
487866,I3336,3
514319,I6645,8
100464,I2473,9
880481,I9729,6
256210,I1264,1
238098,I437,6
118049,I9185,9
738584,I5201,7
341067,I7298,10
736988,I4412,3
973435,I8819,4
879069,I5643,9
254852,I570,7
788885,I7141,2
975626,I2129,5
28998,I5875,4
237967,I1723,5
486112,I6974,1
798272,I9197,3
462988,I8818,6
805277,I2681,10
228740,I4190,5
875185,I9450,10
469464,I900,5
675825,I9654,5
509675,I714,8
579043,I9890,7
416804,I4943,6
55036,I2710,10
743398,I4651,9
379301,I3416,6
445077,I9734,2
974293,I1419,2
839190,I7899,7
511028,I9847,4
824066,I7828,8
684232,I7795,5
439438,I5567,5
996295,I4567,6
577736,I9469,7
311958,I9221,10
390265,I1503,7
944808,I8167,3
523568,I6593,9
294871,I9208,6
999660,I3746,10
899265,I2703,3
787187,I4855,5
12022,I9600,4
977047,I8747,8
263666,I705,2
9496,I3216,6
561696,I7786,5
873313,I8149,4
664401,I2671,3
991536,I3831,6
378005,I8976,3
456374,I8588,10
565164,I9898,10
836423,I4254,7
167588,I6632,9
851220,I9966,9
569861,I6198,5
642930,I5588,4
253600,I35,5
879181,I519,8
340589,I4505,3
706670,I9394,9
144346,I6149,7
242914,I9707,7
213933,I709,3
684201,I6516,6
601255,I9511,8
815108,I1819,2
265823,I3116,2
216546,I1669,2
161736,I1247,5
920213,I8510,7
136372,I8820,1
11930,I5192,8
858869,I9738,1
885417,I7920,2
185225,I3701,8
667476,I2920,3
843089,I6260,9
210352,I1994,8
78105,I591,3
726681,I3823,9
381276,I3458,5
952723,I7786,5
50439,I9394,2
142177,I5524,10
127656,I9391,1
212978,I4185,8
206233,I5454,10
772117,I6966,6
814256,I9659,5
213386,I5354,8
920237,I8725,1
540974,I8770,6
663098,I8440,6
38743,I9735,10
335857,I980,1
490745,I2917,8
799818,I5099,8
487336,I3298,10
693765,I342,1
26865,I6702,4
539712,I3799,10
139593,I487,8
495651,I6240,7
135420,I942,7
479415,I7056,6
771711,I9646,4
953536,I8153,4
16843,I1715,3
819487,I2946,5
116034,I435,10
74052,I9186,7
969122,I7515,4
464917,I7914,3
489874,I1230,3
941155,I8457,6
634599,I9931,9
151509,I9689,8
52825,I5915,5
812829,I5212,2
605224,I5108,7
147374,I7484,8
990345,I620,6
810179,I4172,1
857455,I2459,9
623600,I9271,4
379421,I3373,1
968416,I2558,10
199391,I2890,7
324649,I1829,3
873361,I1830,5
597254,I9660,7
324071,I2893,1
109417,I9100,1
813439,I1484,2
150036,I8772,4
837052,I5188,7
267329,I883,1
538949,I1150,2
894041,I6163,8
928564,I4114,8
736704,I180,8
211973,I5747,2
716435,I844,8
885508,I7566,6
601507,I9804,10
694895,I5419,6
657198,I1521,5
813646,I1648,5
158984,I2656,10
234454,I9513,7
924452,I8569,9
172094,I8645,4
365272,I6319,2
389668,I6209,5
136917,I4391,8
331138,I5796,8
481501,I7453,1
30745,I9550,9
806220,I7125,5
556039,I9953,10
891092,I5794,6
781288,I7276,10
981324,I2441,7
996386,I1800,8
833908,I8290,5
47745,I7205,3
458972,I4303,7
195894,I6316,2
784682,I2500,9
671178,I6219,8
946047,I3183,5
952926,I5179,2
549748,I4682,3
268273,I6428,8
117030,I3708,1
13609,I2250,2
791376,I9030,2
804759,I5168,10
834276,I5516,4
552143,I9,7
668673,I9341,2
709018,I4484,6
19520,I7381,5
778057,I5385,7
662538,I7726,4
392187,I731,2
403929,I6840,6
80492,I7198,2
179784,I3233,1
245477,I2735,2
319336,I9199,4
634807,I3989,9
340813,I5209,1
624591,I6592,10
579092,I6006,5
501842,I4406,4
70154,I8968,7
947860,I9958,7
475086,I1754,3
174678,I5724,4
880534,I5298,7
613373,I9431,10
808456,I3450,7
682099,I5171,9
73505,I5007,8
710027,I2158,9
194192,I5733,1
985395,I2513,8
253748,I1778,10
814341,I3454,7
367901,I2410,7
315125,I2420,1
207645,I7729,1
968338,I8054,3
966646,I4324,7
984820,I3248,6
663628,I5136,2
313044,I1785,8
671046,I6451,3
247043,I3441,8
831225,I1220,3
424576,I6252,5
39605,I1757,1
311039,I154,8
482914,I4094,2
106503,I4122,1
970632,I4334,5
580702,I164,5
285935,I7677,5
702563,I6205,10
627189,I1294,7
425810,I8323,4
791961,I9952,2
144056,I5486,7
84380,I615,6
644769,I6379,5
481361,I4070,5
253153,I4257,3
707797,I8352,1
665367,I5049,1
91105,I5129,10
141333,I8346,2
153245,I7409,3
647793,I155,4
916586,I9853,9
213394,I616,2
629262,I1815,1
865158,I2667,9
695852,I3155,3
344727,I9939,6
297996,I2246,6
494948,I1912,5
896292,I9631,6
171330,I3810,9
351859,I5712,7
357909,I6577,5
154412,I3379,8
235516,I1067,1
261592,I58,8
921768,I1289,6
939798,I1751,4
771635,I2859,4
755642,I4368,2
573031,I9379,8
482529,I6138,10
752652,I4870,7
593054,I7446,7
358902,I9761,7
867357,I857,8
222009,I8886,9
855085,I2231,1
128616,I7108,4
259764,I3229,6
184963,I9709,5
605664,I469,10
618673,I5851,7
803059,I9344,4
121586,I1925,7
997748,I4125,10
880958,I4696,7
136807,I3552,7
276281,I2917,8
984343,I8022,3
446309,I9343,8
683238,I6256,9
97710,I8593,9
744213,I3780,1
417492,I4113,2
650581,I7949,1
314695,I8543,6
581481,I1294,2
803765,I3852,3
385454,I743,3
121213,I7332,3
290042,I4327,5
549772,I9787,4
836507,I24,1
865706,I9802,3
347257,I8988,5
557408,I8702,8
152124,I1251,8
245738,I7013,3
761758,I6701,6
505650,I9258,6
240260,I2623,2
191125,I1136,7
701964,I9712,10
649915,I1659,8
856023,I2888,2
175572,I6773,7
145994,I421,7
793177,I4648,8
49906,I5827,10
55269,I7759,3
855508,I1275,9
462942,I4772,5
943105,I1540,3
52959,I7586,6
326744,I5451,6
787770,I4238,2
581267,I6532,8
812663,I1210,4
225475,I7021,4
979295,I1760,9
694775,I4172,10
359550,I1360,7
368124,I3703,3
795173,I6361,3
628417,I840,8
477325,I5384,8
823254,I6146,7
767941,I1395,9
423594,I1701,2
779683,I9220,8
652176,I9957,7
730558,I3098,1
165566,I1637,1
141848,I6766,7
251315,I7154,9
343516,I8245,1
220651,I4321,1
609148,I8848,10
874727,I3924,1
364728,I8763,3
197197,I8376,4
444600,I5387,3
162245,I2651,4
64129,I2044,6
281447,I1076,10
759829,I5845,2
267365,I4524,9
925281,I86,8
269873,I1397,4
20944,I1647,7
274588,I3475,6
929911,I4178,2
385481,I1892,8
196360,I1539,6
522419,I1304,9
455612,I502,10
268534,I1284,6
780891,I10000,3
260734,I8276,7
688545,I6559,10
954930,I6473,4
550209,I3003,4
784521,I491,4
79944,I9251,5
245107,I3826,6
475114,I4154,4
377342,I3280,8
862017,I8253,5
926283,I1419,10
38723,I4882,9
904551,I3588,3
350681,I8967,6
905838,I9560,3
753607,I6877,1
425259,I8400,7
34668,I5018,6
424068,I3440,8
60061,I8953,5
984130,I5674,1
256895,I8568,7
417763,I6453,6
11273,I7405,9
294957,I2536,9
950192,I5134,5
115730,I2056,1
717282,I4942,3
417121,I2431,6
970751,I6458,10
607684,I6644,5
935834,I3331,2
139503,I751,5
207868,I2673,10
94821,I8004,9
159189,I9276,5
45248,I4224,8
997036,I5029,7
350624,I9378,10
451459,I3133,1
458230,I7605,4
204208,I1000,9
914272,I1431,7
314676,I7837,10
233286,I5495,4
231167,I9106,2
642867,I6659,1
332228,I994,8
642663,I327,2
929274,I1963,4
965436,I899,8
798673,I4784,7
126092,I3166,1
276574,I7195,5
23871,I4246,9
382762,I5885,4
421623,I6559,2
153689,I1190,5
848339,I2911,9
44123,I5253,4
762121,I4734,9
223687,I8843,10
356714,I5087,7
609553,I2251,10
136665,I1896,7
948185,I397,1
800637,I9408,4
847195,I3602,8
947235,I9280,10
952134,I4146,8
25318,I2474,9
78510,I9852,5
724845,I3730,5
852132,I846,8
912823,I5634,2
831728,I9432,9
551957,I7283,3
574980,I8285,1
87633,I9850,10
736643,I8665,9
259343,I7215,7
957188,I9290,10
219350,I3884,10
383696,I889,2
816995,I8501,4
226713,I7087,4
3867,I9831,10
367914,I6754,2
515978,I904,9
372421,I3815,2
159226,I728,1
859749,I5307,10
51199,I1944,1
922155,I3647,5
218937,I7323,4
45864,I8104,5
670199,I644,1
324127,I1492,4
799538,I7135,6
682823,I9607,3
53240,I6193,1
610479,I4167,3
864209,I5382,10
598888,I9204,2
272375,I3709,7
461240,I9430,7
859333,I9955,10
532686,I7738,5
860968,I7857,8
526823,I4348,8
203503,I2742,6
497185,I2284,10
788646,I7508,2
438021,I4807,5
571853,I7477,1
849211,I1647,4
221723,I7458,3
370071,I8575,6
544606,I8211,8
834861,I1039,2
541188,I310,2
247484,I3206,8
925776,I783,9
654785,I1996,1
143962,I1953,9
227519,I9361,5
731832,I5453,5
992248,I4984,5
112439,I6065,1
567768,I2296,1
61005,I8970,4
290100,I3254,9
826449,I1572,10
206534,I1574,6
363025,I9155,1
953007,I3263,6
70872,I269,8
973932,I6647,2
744417,I452,6
77619,I2346,7
919926,I7980,10
279996,I2820,5
455985,I9792,10
380885,I2503,10
622779,I9800,1
824948,I6808,9
627028,I1953,3
507456,I9006,8
191887,I2473,8
409119,I9468,6
178934,I4154,3
677467,I5282,6
575299,I1945,10
109020,I9995,3
624798,I911,3
665322,I8795,3
952580,I5407,5
29820,I7264,9
901571,I5778,5
498293,I3428,7
336534,I5465,5
849256,I2838,6
907631,I9834,2
687730,I130,8
617487,I7700,10
428012,I3434,10
703919,I2254,4
499279,I8171,9
675067,I2886,3
776123,I9361,7
132955,I8958,5
343133,I5821,10
809262,I90,7
79412,I7748,7
217040,I8375,7
808547,I7871,4
674114,I9224,10
601742,I4276,2
721931,I5328,8
745745,I7953,9
438271,I6562,9
550008,I5800,7
675610,I5385,10
296428,I7085,5
298571,I8272,8
899491,I4777,6
226621,I3586,5
30280,I8843,6
99262,I5518,9
998335,I4219,7
513636,I7420,3
44736,I67,9
217621,I8151,10
94092,I1152,1
920932,I8221,10
842457,I7664,6
969925,I3058,5
646546,I3452,7
566425,I3684,10
732200,I8985,5
961480,I4904,6
985773,I5054,7
802180,I4450,4
919822,I7919,10
196840,I8998,8
425053,I8561,2
543792,I1594,4
783797,I5207,5
378482,I2047,2
531153,I5211,4
191725,I2135,2
699379,I4187,9
13670,I5630,5
290164,I1737,10
909696,I789,9
752727,I8543,1
920917,I4527,8
49735,I2906,2
186662,I5547,1
856401,I2300,4
16667,I6025,3
882583,I9747,10
56408,I2501,4
331474,I9393,4
788256,I2697,8
889692,I3325,5
844088,I7146,6
601559,I2203,7
820553,I9495,2
504615,I3815,5
547272,I2299,7
690490,I4049,6
517510,I6381,7
511472,I7936,3
335213,I4115,1
134239,I5892,9
681553,I8088,6
724284,I537,6
196310,I1710,7
92967,I8945,2
175801,I2314,8
616504,I9195,5
954457,I1190,2
514696,I5739,2
682167,I188,4
48994,I4501,4
386767,I6317,6
243993,I3701,8
178576,I44,7
217251,I9777,1
242854,I4482,8
10873,I7383,10
630416,I7996,4
833674,I9219,2
371333,I3656,7
610863,I7350,7
981834,I4814,3
668172,I9283,1
675770,I3973,8
623608,I6515,9
486336,I1210,2
597097,I4885,1
117148,I2756,5
640586,I5381,10
741841,I2177,1
468746,I7161,6
238009,I2004,9
774922,I7181,1
482302,I6249,9
337292,I8343,9
991280,I6637,8
598946,I6252,10
243406,I3652,10
838622,I4638,10
517765,I6348,8
434771,I854,5
815196,I3578,3
776413,I1676,7
788205,I1681,2
961351,I5411,2
334499,I1879,10
75196,I4491,10
564026,I7612,6
889945,I1806,6
621414,I4369,10
298092,I8329,7
907849,I9332,4
301342,I4194,8
507321,I7756,7
905214,I7087,10
67882,I7767,2
198587,I3538,5
572014,I1034,5
39582,I8924,4
456148,I6891,2
194691,I9316,4
734672,I4217,6
506540,I9735,10
733782,I1392,5
250673,I344,6
803156,I5639,1
261419,I4110,9
795348,I988,6
944384,I6549,3
600963,I387,5
729857,I4291,2
662051,I6182,8
303983,I3094,9
260850,I3923,1
74948,I8535,5
382716,I3558,2
102968,I5997,4
163933,I1667,5
78947,I7923,10
601509,I275,7
967064,I2187,4
204626,I1990,8
706965,I2908,4
696394,I8327,9
804773,I3663,8
155407,I4467,10
178804,I2000,1
833146,I5526,3
683783,I9440,4
73437,I8113,5
198928,I6540,2
864218,I6431,2
532032,I2231,9
99382,I6954,3
380124,I4102,2
898392,I210,7
622996,I4506,7
224242,I3268,10
396897,I5668,8
553496,I4229,1
982191,I3004,4
990801,I1184,9
772410,I6924,10
972665,I7976,6
938664,I2148,4
818205,I1187,9
791453,I9818,5
683072,I1906,5
799606,I682,3
161122,I8706,8
351374,I2216,2
183683,I9456,10
899700,I35,10
962403,I3985,9
497736,I6708,6
258881,I9449,7
252494,I7301,5
354984,I5528,3
724501,I7660,2
579526,I3748,5
29552,I922,8
273349,I7091,3
670461,I7685,1
28608,I5209,7
756719,I648,6
465751,I2607,7
106623,I7691,5
869520,I200,8
751295,I7757,3
617843,I8906,5
517653,I8981,2
230421,I6702,1
645731,I5619,4
847207,I7734,2
541043,I420,2
236399,I2290,1
